Numero_expedient,Descripcio_dia_setmana,NK_Any,Mes_any,Dia_mes,Hora_dia,Descripcio_torn,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Longitud,Latitud
2019S005487    ,Dijous,2019,7,11,10,Matí,1,0,1,2,2.18899500822688,41.4139253802987
2019S005488    ,Dijous,2019,7,11,10,Matí,3,0,3,2,2.17743405858583,41.4304223546988
2019S005489    ,Dijous,2019,7,11,11,Matí,1,0,1,2,2.16877719760413,41.387683499184
2019S005490    ,Dijous,2019,7,11,11,Matí,2,0,2,2,2.13969873530927,41.375239933512
2019S005491    ,Dijous,2019,7,11,9,Matí,2,0,2,1,2.17152773938952,41.3892196453542
2019S005492    ,Dijous,2019,7,11,12,Matí,1,0,1,1,2.1362307671323,41.4109632430344
2019S005493    ,Dijous,2019,7,11,12,Matí,1,0,1,2,2.15464735793038,41.379796973365
2019S005494    ,Dijous,2019,7,11,10,Matí,3,0,3,3,2.19894480976534,41.4123131388655
2019S005495    ,Dijous,2019,7,11,13,Matí,1,0,1,2,2.19786350130342,41.4167504793169
2019S005496    ,Dijous,2019,7,11,12,Matí,1,0,1,2,2.15581033457409,41.3872987847482
2019S005497    ,Dijous,2019,7,11,13,Matí,2,0,2,3,2.16476942721681,41.3906222395718
2019S005498    ,Dijous,2019,7,11,14,Tarda,1,0,1,2,2.13486820032614,41.3869722685286
2019S005499    ,Dijous,2019,7,11,14,Tarda,3,0,3,2,2.12674900686932,41.4028386203275
2019S005500    ,Dijous,2019,7,11,15,Tarda,1,0,1,1,2.17951150786384,41.390867834031
2019S005501    ,Dijous,2019,7,11,17,Tarda,1,0,1,2,2.14845007813365,41.3800352807744
2019S005502    ,Dijous,2019,7,11,17,Tarda,1,0,1,1,2.14021645028595,41.3912878130709
2019S005503    ,Dijous,2019,7,11,15,Tarda,1,0,1,2,2.18057100118908,41.3990977087254
2019S005504    ,Dijous,2019,7,11,17,Tarda,2,0,2,2,2.16334537987643,41.391394187147
2019S005505    ,Dijous,2019,7,11,13,Matí,2,0,2,2,2.15278087967515,41.3918594886113
2019S005506    ,Dijous,2019,7,11,14,Tarda,1,0,1,1,2.14237552704592,41.3867211374471
2019S005507    ,Dijous,2019,7,11,18,Tarda,1,0,1,2,2.1130298825902,41.3990247050954
2019S005508    ,Dijous,2019,7,11,21,Tarda,0,0,0,2,2.17770581276024,41.4394728091233
2019S005509    ,Dijous,2019,7,11,20,Tarda,1,0,1,2,2.14493076053604,41.3513245236782
2019S005510    ,Dijous,2019,7,11,19,Tarda,2,0,2,2,2.14755451376989,41.3762401260123
2019S005511    ,Dijous,2019,7,11,13,Matí,0,0,0,1,2.18581802513413,41.4455312893759
2019S005512    ,Dijous,2019,7,11,20,Tarda,1,0,1,2,2.17394032553351,41.4094269921776
2019S005513    ,Dijous,2019,7,11,20,Tarda,1,0,1,2,2.13782841069314,41.3949178507319
2019S005514    ,Dijous,2019,7,11,19,Tarda,1,0,1,2,2.18021620103646,41.4015242073827
2019S005515    ,Dijous,2019,7,11,19,Tarda,3,0,3,2,2.15011240007695,41.3727131811003
2019S005516    ,Divendres,2019,7,12,0,Nit,1,0,1,2,2.1709442169197,41.4389647231124
2019S005517    ,Dijous,2019,7,11,19,Tarda,1,0,1,2,2.14581459112625,41.3828553358061
2019S005518    ,Divendres,2019,7,12,2,Nit,4,0,4,3,2.20144598059715,41.3911377220381
2019S005519    ,Divendres,2019,7,12,4,Nit,0,0,0,1,2.17811290640418,41.3746835734606
2019S005520    ,Dijous,2019,7,11,21,Tarda,1,0,1,2,2.14658227615559,41.4100042859293
2019S005521    ,Dijous,2019,7,11,21,Tarda,1,0,1,2,2.16437160189508,41.388614300722
2019S005522    ,Divendres,2019,7,12,7,Matí,1,0,1,1,2.1411308704921,41.4318091769893
2019S005523    ,Dijous,2019,7,11,21,Tarda,1,0,1,1,2.19807239663202,41.449183194078
2019S005524    ,Divendres,2019,7,12,8,Matí,1,0,1,3,2.18723499881484,41.4122964949528
2019S005525    ,Divendres,2019,7,12,10,Matí,1,0,1,2,2.13793750581116,41.3907078883362
2019S005526    ,Divendres,2019,7,12,9,Matí,1,0,1,2,2.16174565895523,41.4401418852467
2019S005527    ,Divendres,2019,7,12,11,Matí,2,0,2,4,2.15144046665823,41.3824986543968
2019S005528    ,Divendres,2019,7,12,11,Matí,1,0,1,1,2.1562253992064,41.4245423278753
2019S005529    ,Divendres,2019,7,12,12,Matí,2,0,2,2,2.14850539669775,41.4003784712145
2019S005530    ,Divendres,2019,7,12,12,Matí,1,0,1,2,2.13245747513172,41.3690653770946
2019S005531    ,Divendres,2019,7,12,13,Matí,1,0,1,2,2.18331907672336,41.3953682745861
2019S005532    ,Divendres,2019,7,12,14,Tarda,1,0,1,2,2.19618243992707,41.4132166790479
2019S005533    ,Divendres,2019,7,12,16,Tarda,1,0,1,2,2.14278544726013,41.426401797358
2019S005534    ,Divendres,2019,7,12,14,Tarda,1,0,1,2,2.21559912102349,41.404605325942
2019S005535    ,Divendres,2019,7,12,15,Tarda,1,0,1,2,2.14474785886429,41.4306806620231
2019S005536    ,Divendres,2019,7,12,15,Tarda,3,0,3,2,2.19790378772644,41.3893010604279
2019S005537    ,Divendres,2019,7,12,15,Tarda,1,0,1,2,2.1835187378575,41.3970012937189
2019S005538    ,Divendres,2019,7,12,17,Tarda,1,0,1,2,2.16030890789908,41.3857626101112
2019S005539    ,Divendres,2019,7,12,16,Tarda,1,0,1,2,2.1305793622039,41.3992240510865
2019S005540    ,Divendres,2019,7,12,19,Tarda,0,0,0,2,2.18733950488776,41.3805453924177
2019S005541    ,Divendres,2019,7,12,18,Tarda,1,0,1,1,2.16965265303202,41.3988627013821
2019S005542    ,Divendres,2019,7,12,19,Tarda,1,0,1,2,2.15691149304542,41.4274923129006
2019S005543    ,Divendres,2019,7,12,19,Tarda,2,0,2,2,2.12610413153107,41.3733874372513
2019S005544    ,Divendres,2019,7,12,21,Tarda,1,0,1,2,2.17099525747257,41.3915818777405
2019S005545    ,Divendres,2019,7,12,13,Matí,2,0,2,2,2.1654869326585,41.3861356275499
2019S005546    ,Divendres,2019,7,12,19,Tarda,1,0,1,2,2.19382187525909,41.4155550527613
2019S005547    ,Divendres,2019,7,12,17,Tarda,1,0,1,2,2.20274571045336,41.3979282394867
2019S005548    ,Divendres,2019,7,12,20,Tarda,1,0,1,1,2.1729939697173,41.381681432645
2019S005549    ,Divendres,2019,7,12,17,Tarda,1,0,1,2,2.19725810025018,41.4110500759608
2019S005550    ,Divendres,2019,7,12,23,Nit,1,0,1,2,2.13993989628016,41.368543088008
2019S005551    ,Dissabte,2019,7,13,0,Nit,1,0,1,2,2.18855593157825,41.3782605036478
2019S005552    ,Dissabte,2019,7,13,1,Nit,2,0,2,1,2.20889452328835,41.3987336995325
2019S005553    ,Dissabte,2019,7,13,1,Nit,0,0,0,1,2.16697847795989,41.3870170927746
2019S005554    ,Dissabte,2019,7,13,7,Matí,2,0,2,1,2.13971108569755,41.4195216386178
2019S005555    ,Dissabte,2019,7,13,11,Matí,1,0,1,3,2.14917734009811,41.3842073133692
2019S005556    ,Dissabte,2019,7,13,13,Matí,1,0,1,2,2.15220905099108,41.3777699273809
2019S005557    ,Dissabte,2019,7,13,14,Tarda,1,0,1,2,2.1535052064773,41.3909040896698
2019S005558    ,Dissabte,2019,7,13,14,Tarda,0,1,1,2,2.14203648389181,41.3751910032318
2019S005559    ,Divendres,2019,6,28,9,Matí,1,0,1,2,2.15745177352275,41.3730771910647
2019S005560    ,Dissabte,2019,7,13,16,Tarda,2,0,2,2,2.16197463686028,41.4141312115307
2019S005561    ,Dissabte,2019,7,13,13,Matí,1,0,1,2,2.16983836771762,41.39731665986
2019S005562    ,Dissabte,2019,7,13,17,Tarda,1,0,1,2,2.1233097215507,41.386965307211
2019S005563    ,Dissabte,2019,7,13,18,Tarda,5,2,7,8,2.10189350701392,41.381956405184
2019S005564    ,Dissabte,2019,7,13,17,Tarda,1,0,1,2,2.1523075172315,41.3863395032928
2019S005565    ,Dissabte,2019,7,13,13,Matí,2,0,2,2,2.17164622045625,41.4043533890193
2019S005566    ,Dissabte,2019,7,13,18,Tarda,2,0,2,2,2.14614126794506,41.3964793938501
2019S005567    ,Dissabte,2019,7,13,14,Tarda,1,0,1,2,2.1774709298652,41.3998830118116
2019S005568    ,Dissabte,2019,7,13,21,Tarda,1,0,1,2,2.13824644425504,41.3605772952724
2019S005569    ,Dissabte,2019,7,13,21,Tarda,0,0,0,2,2.20021033349177,41.4084709229081
2019S005570    ,Dissabte,2019,7,13,18,Tarda,0,0,0,1,2.14342857823169,41.3902878090847
2019S005571    ,Dissabte,2019,7,13,22,Nit,1,0,1,2,2.21343672145552,41.4160896748642
2019S005572    ,Diumenge,2019,7,14,0,Nit,1,0,1,1,2.18765129951297,41.4070880296979
2019S005573    ,Diumenge,2019,7,14,12,Matí,5,0,5,2,2.1847977892338,41.4070568575263
2019S005574    ,Diumenge,2019,7,14,14,Tarda,1,0,1,2,2.1712979871355,41.3962158484925
2019S005575    ,Diumenge,2019,7,14,11,Matí,0,0,0,1,2.18624099181585,41.4655003556498
2019S005576    ,Diumenge,2019,7,14,13,Matí,1,0,1,1,2.19560971462522,41.4150652250434
2019S005577    ,Diumenge,2019,7,14,16,Tarda,7,0,7,4,2.16579412094176,41.3751924790124
2019S005578    ,Diumenge,2019,7,14,17,Tarda,1,0,1,2,2.20156260902625,41.420052825479
2019S005579    ,Diumenge,2019,7,14,17,Tarda,1,0,1,1,2.18153771696232,41.4008407665146
2019S005580    ,Diumenge,2019,7,14,19,Tarda,1,0,1,3,2.13118680613251,41.4055657849079
2019S005581    ,Diumenge,2019,7,14,22,Nit,2,0,2,2,2.19490013452393,41.3921272383123
2019S005582    ,Diumenge,2019,7,14,21,Tarda,1,0,1,2,2.15740427148336,41.4109998325559
2019S005583    ,Dilluns,2019,7,15,3,Nit,1,0,1,1,2.17140770379576,41.3750844161388
2019S005584    ,Diumenge,2019,7,14,22,Nit,0,0,0,1,2.19843883286445,41.4236583731143
2019S005585    ,Dilluns,2019,7,15,9,Matí,1,0,1,2,2.15558955396735,41.3922153912546
2019S005586    ,Dissabte,2019,7,13,17,Tarda,1,0,1,2,2.20743632892946,41.4000993659477
2019S005587    ,Dilluns,2019,7,15,7,Matí,1,0,1,2,2.22207861110888,41.4113742447218
2019S005588    ,Dilluns,2019,7,15,10,Matí,0,0,0,1,2.15027432164942,41.375404176716
2019S005589    ,Dilluns,2019,7,15,12,Matí,1,0,1,1,2.20068745007692,41.4186520459301
2019S005590    ,Dilluns,2019,7,15,11,Matí,1,0,1,2,2.18358119122658,41.4060037335532
2019S005591    ,Dilluns,2019,7,15,9,Matí,1,0,1,2,2.14905571290322,41.3500994580983
2019S005592    ,Dilluns,2019,7,15,12,Matí,1,0,1,3,2.17365293113292,41.3693238183429
2019S005593    ,Dilluns,2019,7,15,12,Matí,2,0,2,2,2.12258380529203,41.384967065287
2019S005594    ,Dilluns,2019,7,15,10,Matí,1,0,1,2,2.15111224347367,41.350979904044
2019S005595    ,Dilluns,2019,7,15,14,Tarda,1,0,1,2,2.14384644667539,41.3536953332206
2019S005596    ,Dilluns,2019,7,15,15,Tarda,1,0,1,2,2.14344562031365,41.4271907144249
2019S005597    ,Dilluns,2019,7,15,13,Matí,1,0,1,2,2.15353869552926,41.3856852610152
2019S005598    ,Dilluns,2019,7,15,13,Matí,1,0,1,2,2.17395720176501,41.4077736272333
2019S005599    ,Dilluns,2019,7,15,12,Matí,1,0,1,2,2.15304324305313,41.3860589357892
2019S005600    ,Dilluns,2019,7,15,16,Tarda,2,0,2,3,2.16539156784855,41.3982859321067
2019S005601    ,Dilluns,2019,7,15,15,Tarda,1,0,1,1,2.16551542396688,41.3891734054697
2019S005602    ,Dilluns,2019,7,15,17,Tarda,1,0,1,1,2.11620581907963,41.3759302050894
2019S005603    ,Dilluns,2019,7,15,17,Tarda,1,0,1,2,2.11066346291378,41.3360026077182
2019S005604    ,Dilluns,2019,7,15,15,Tarda,4,0,4,1,2.19778654414702,41.4485877078199
2019S005605    ,Dilluns,2019,7,15,17,Tarda,1,0,1,2,2.14383645963631,41.353016096187
2019S005606    ,Dilluns,2019,7,15,18,Tarda,1,0,1,2,2.16883814027624,41.3622138783076
2019S005607    ,Dilluns,2019,7,15,19,Tarda,1,0,1,3,2.18923965086973,41.3962312620812
2019S005608    ,Dilluns,2019,7,15,19,Tarda,1,0,1,2,2.1870795963125,41.392636745161
2019S005609    ,Dilluns,2019,7,15,12,Matí,1,0,1,2,2.15992902849837,41.4027836532069
2019S005610    ,Dilluns,2019,7,15,18,Tarda,1,0,1,2,2.18057100118908,41.3990977087254
2019S005611    ,Dilluns,2019,7,15,14,Tarda,1,0,1,2,2.18441503316357,41.4120715307447
2019S005612    ,Dilluns,2019,7,15,18,Tarda,1,0,1,2,2.2061434480554,41.4431595837208
2019S005613    ,Dilluns,2019,7,15,18,Tarda,1,0,1,2,2.15052181601134,41.3989567872925
2019S005614    ,Dilluns,2019,7,15,15,Tarda,1,0,1,2,2.19771651878595,41.417220630546
2019S005615    ,Dilluns,2019,7,15,13,Matí,1,0,1,1,2.13643597847322,41.4106819520285
2019S005616    ,Dilluns,2019,7,15,16,Tarda,1,0,1,2,2.1413664047053,41.395213358972
2019S005617    ,Dilluns,2019,7,15,20,Tarda,2,0,2,2,2.13558229754957,41.3975577289373
2019S005618    ,Dilluns,2019,7,15,16,Tarda,1,0,1,2,2.18885368652022,41.4033268274226
2019S005619    ,Dilluns,2019,7,15,20,Tarda,1,0,1,2,2.15477564510421,41.3950917846826
2019S005620    ,Dilluns,2019,7,15,5,Nit,1,0,1,2,2.18404135435997,41.4342301589545
2019S005621    ,Dimarts,2019,7,16,0,Nit,1,0,1,2,2.20355181901978,41.3924830743929
2019S005622    ,Dimarts,2019,7,16,0,Nit,2,0,2,1,2.19412866665605,41.4476636588579
2019S005623    ,Dilluns,2019,7,15,23,Nit,1,0,1,2,2.1355698292243,41.3753203213772
2019S005624    ,Dilluns,2019,7,15,23,Nit,1,0,1,2,2.17975768843837,41.4459948082892
2019S005625    ,Dimarts,2019,7,16,8,Matí,1,0,1,2,2.15843980111403,41.3817912740775
2019S005626    ,Dimarts,2019,7,16,8,Matí,1,0,1,2,2.12867337343846,41.3882606012918
2019S005627    ,Dimarts,2019,7,16,7,Matí,1,0,1,2,2.14846687134502,41.4363333354747
2019S005628    ,Dimarts,2019,7,16,9,Matí,1,0,1,2,2.1670492040224,41.3925985086132
2019S005629    ,Dimarts,2019,7,16,10,Matí,1,0,1,2,2.21817166783323,41.4115794316043
2019S005630    ,Dimarts,2019,7,16,10,Matí,1,0,1,2,2.13412459981694,41.3983940933512
2019S005631    ,Dimarts,2019,7,16,11,Matí,1,0,1,2,2.2051466674355,41.3966721936933
2019S005632    ,Dimarts,2019,7,16,12,Matí,1,0,1,2,2.16385475847126,41.3835753086666
2019S005633    ,Dimarts,2019,7,16,13,Matí,1,0,1,2,2.18338658788016,41.4228321038254
2019S005634    ,Dimarts,2019,7,16,0,Nit,1,0,1,1,2.13596040906377,41.3872709644836
2019S005635    ,Dimarts,2019,7,16,13,Matí,1,0,1,1,2.1770962862785,41.4307750990461
2019S005636    ,Dimarts,2019,7,16,12,Matí,0,0,0,1,2.18182447376575,41.3865991143511
2019S005637    ,Dimarts,2019,7,16,13,Matí,2,0,2,3,2.17155989449595,41.4438251937985
2019S005638    ,Dimarts,2019,7,16,13,Matí,1,0,1,2,2.15007811607388,41.399324795332
2019S005639    ,Dimarts,2019,7,16,15,Tarda,1,0,1,2,2.16666627862073,41.3933978456471
2019S005640    ,Dimarts,2019,7,16,15,Tarda,1,0,1,3,2.13355217411087,41.3990713732616
2019S005641    ,Dimarts,2019,7,16,17,Tarda,2,0,2,2,2.20176284236486,41.4074036995999
2019S005642    ,Dimarts,2019,7,16,17,Tarda,1,0,1,1,2.14275876518607,41.3699990072487
2019S005643    ,Dimarts,2019,7,16,17,Tarda,1,0,1,2,2.17838259557423,41.3974335669009
2019S005644    ,Dimarts,2019,7,16,16,Tarda,1,0,1,2,2.21817166783323,41.4115794316043
2019S005645    ,Dimarts,2019,7,16,17,Tarda,1,0,1,2,2.18409542827924,41.400311012436
2019S005646    ,Dimarts,2019,7,16,19,Tarda,1,0,1,2,2.18699627008567,41.4392842057667
2019S005647    ,Dimarts,2019,7,16,18,Tarda,2,0,2,2,2.2030110166425,41.3931121909934
2019S005648    ,Dimarts,2019,7,16,14,Tarda,1,0,1,2,2.1688539807536,41.379456672416
2019S005649    ,Dimarts,2019,7,16,19,Tarda,1,0,1,2,2.1341762704801,41.399710461928
2019S005650    ,Dimarts,2019,7,16,15,Tarda,1,0,1,2,2.17874248859562,41.4630636389439
2019S005651    ,Dimarts,2019,7,16,19,Tarda,1,0,1,2,2.15779656692269,41.3779121131877
2019S005652    ,Dimarts,2019,7,16,17,Tarda,1,0,1,2,2.1773402786156,41.4201223051724
2019S005653    ,Dimarts,2019,7,16,19,Tarda,1,0,1,2,2.17039686727022,41.3882963436204
2019S005654    ,Dimarts,2019,7,16,19,Tarda,2,0,2,2,2.15787249734581,41.4014163390921
2019S005655    ,Dimarts,2019,7,16,16,Tarda,1,0,1,1,2.12543245281895,41.3912746599123
2019S005656    ,Dimarts,2019,7,16,17,Tarda,1,0,1,2,2.18130626252845,41.4043840716489
2019S005657    ,Dimarts,2019,7,16,20,Tarda,1,0,1,2,2.14428328637413,41.3981598815887
2019S005658    ,Dimarts,2019,7,16,22,Nit,2,0,2,1,2.16137614576721,41.3968064528719
2019S005659    ,Dimarts,2019,7,16,22,Nit,2,0,2,2,2.18276353705355,41.3875683211574
2019S005660    ,Dimarts,2019,7,16,20,Tarda,1,0,1,1,2.13750796275129,41.4157689788847
2019S005661    ,Dimecres,2019,7,17,0,Nit,1,0,1,2,2.18580600814517,41.397232779224
2019S005662    ,Dijous,2019,7,11,8,Matí,0,1,1,2,2.12227683224036,41.391500045477
2019S005663    ,Dimecres,2019,7,17,9,Matí,1,0,1,2,2.1903666839977,41.4039634085062
2019S005664    ,Dimarts,2019,7,16,18,Tarda,1,0,1,2,2.15908749769292,41.394434763126
2019S005665    ,Dimecres,2019,7,17,8,Matí,2,0,2,2,2.18069090297982,41.4188349224569
2019S005666    ,Dimecres,2019,7,17,8,Matí,2,0,2,2,2.18825673187476,41.4512874546324
2019S005667    ,Dimecres,2019,7,17,7,Matí,1,0,1,2,2.1516954981892,41.3786203168055
2019S005668    ,Dimecres,2019,7,17,10,Matí,1,0,1,2,2.14079551354062,41.4221238620612
2019S005669    ,Dimecres,2019,7,17,9,Matí,3,0,3,2,2.18493012961019,41.4468607890708
2019S005670    ,Dimarts,2019,7,16,13,Matí,0,0,0,2,2.14452067447925,41.3933026958239
2019S005671    ,Dimecres,2019,7,17,10,Matí,0,0,0,1,2.17132604813372,41.409788213661
2019S005672    ,Dimecres,2019,7,17,12,Matí,1,0,1,2,2.1777231245408,41.402225297313
2019S005673    ,Dimecres,2019,7,17,12,Matí,1,0,1,3,2.18700403307472,41.4471397402433
2019S005674    ,Dimecres,2019,7,17,12,Matí,1,0,1,2,2.16184556332367,41.384354784962
2019S005675    ,Dimecres,2019,7,17,12,Matí,1,0,1,2,2.15477564510421,41.3950917846826
2019S005676    ,Dimecres,2019,7,17,14,Tarda,1,0,1,2,2.12574060079149,41.3777550777958
2019S005677    ,Dimecres,2019,7,17,9,Matí,0,0,0,1,2.20423362044635,41.4385666028565
2019S005678    ,Dimecres,2019,7,17,14,Tarda,1,0,1,2,2.1411133592388,41.3847853974944
2019S005679    ,Dimecres,2019,7,17,13,Matí,1,0,1,2,2.15939053797566,41.3965103917049
2019S005680    ,Dimecres,2019,7,17,16,Tarda,1,0,1,2,2.16189415111593,41.3862709269712
2019S005681    ,Dimecres,2019,7,17,17,Tarda,1,0,1,2,2.15220818287478,41.3513191877063
2019S005682    ,Dimecres,2019,7,17,18,Tarda,1,0,1,2,2.18676144279521,41.382624817582
2019S005683    ,Dimecres,2019,7,17,15,Tarda,1,0,1,2,2.16390861509266,41.3865691361207
2019S005684    ,Dimecres,2019,7,17,18,Tarda,1,0,1,1,2.1593873648329,41.3762175580277
2019S005685    ,Dimecres,2019,7,17,17,Tarda,1,0,1,2,2.17344537844939,41.4014203694647
2019S005686    ,Dimecres,2019,7,17,15,Tarda,0,0,0,1,2.1859165260868,41.3911751752739
2019S005687    ,Dimecres,2019,7,17,17,Tarda,1,0,1,2,2.16091365096688,41.3957492148186
2019S005688    ,Dimecres,2019,7,17,18,Tarda,0,1,1,1,2.17138190365939,41.3910307970373
2019S005689    ,Dimecres,2019,7,17,21,Tarda,1,0,1,1,2.18370655460336,41.408222603403
2019S005690    ,Dijous,2019,7,18,1,Nit,1,0,1,2,2.15311567902269,41.3763654097048
2019S005691    ,Dimecres,2019,7,17,20,Tarda,1,0,1,1,2.15731884342554,41.3752142225345
2019S005692    ,Dimecres,2019,7,17,20,Tarda,1,0,1,2,2.15290693165825,41.3833932678938
2019S005693    ,Dijous,2019,7,18,3,Nit,1,0,1,1,2.14752580499374,41.4243061518972
2019S005694    ,Dijous,2019,7,18,3,Nit,0,0,0,1,2.1473651241163,41.4235348321786
2019S005695    ,Dijous,2019,7,18,7,Matí,2,0,2,2,2.1580230113525,41.3873077015675
2019S005696    ,Dijous,2019,7,18,7,Matí,1,0,1,2,2.17050582939531,41.4053056310828
2019S005697    ,Dimecres,2019,7,17,22,Nit,0,0,0,2,2.18711250259934,41.4485871742157
2019S005698    ,Divendres,2019,6,14,13,Matí,1,0,1,2,2.14334405920904,41.3711027237157
2019S005699    ,Dijous,2019,7,18,8,Matí,1,0,1,2,2.13437608241403,41.363167341801
2019S005700    ,Dijous,2019,7,18,10,Matí,1,0,1,2,2.13238289030721,41.3854665216887
2019S005701    ,Dijous,2019,7,18,9,Matí,1,0,1,2,2.21345338447572,41.410374148558
2019S005702    ,Dijous,2019,7,18,11,Matí,1,0,1,2,2.17957427369356,41.4013619121841
2019S005703    ,Dijous,2019,7,18,6,Matí,1,0,1,2,2.13367881274432,41.4146912107448
2019S005704    ,Dijous,2019,7,18,12,Matí,0,0,0,2,2.17460126851506,41.4447823780955
2019S005705    ,Dijous,2019,7,18,12,Matí,2,0,2,3,2.19364057279308,41.4479646862813
2019S005706    ,Dijous,2019,7,18,12,Matí,1,0,1,2,2.1687405307471,41.3930312061692
2019S005707    ,Dijous,2019,7,18,14,Tarda,1,0,1,2,2.15684275390896,41.4396668560631
2019S005708    ,Dimecres,2019,7,17,21,Tarda,1,0,1,1,2.1750043204698,41.3968293162322
2019S005709    ,Dijous,2019,7,18,9,Matí,0,0,0,1,2.18576410374464,41.4214201163355
2019S005710    ,Dijous,2019,7,18,14,Tarda,2,0,2,2,2.11325940657788,41.3844172900128
2019S005711    ,Dijous,2019,7,18,12,Matí,1,0,1,2,2.15461197615001,41.3795740498445
2019S005712    ,Dijous,2019,7,18,15,Tarda,1,0,1,2,2.12852752622253,41.3369282325251
2019S005713    ,Dijous,2019,7,18,15,Tarda,1,0,1,2,2.15934508597523,41.3878947437503
2019S005714    ,Dijous,2019,7,18,13,Matí,1,0,1,2,2.17010847095056,41.3959910971014
2019S005715    ,Dijous,2019,7,18,15,Tarda,1,0,1,2,2.15831314342814,41.4237035435438
2019S005716    ,Dijous,2019,7,18,16,Tarda,1,0,1,1,2.18103115225256,41.4195071333324
2019S005717    ,Dijous,2019,7,18,12,Matí,1,0,1,2,2.18507937324296,41.3964706523189
2019S005718    ,Dijous,2019,7,18,13,Matí,1,0,1,2,2.18291283967332,41.4463455800617
2019S005719    ,Dijous,2019,7,18,18,Tarda,1,0,1,3,2.15864600351891,41.3826059722157
2019S005720    ,Dijous,2019,7,18,19,Tarda,1,0,1,2,2.17753236674734,41.3743208392058
2019S005721    ,Dijous,2019,7,18,20,Tarda,1,0,1,1,2.15465818725932,41.3800688970351
2019S005722    ,Dijous,2019,7,18,16,Tarda,1,0,1,2,2.17106931552852,41.3843113530178
2019S005723    ,Dimecres,2019,7,17,20,Tarda,1,0,1,1,2.14384398670374,41.3845439924558
2019S005724    ,Dijous,2019,7,18,15,Tarda,2,0,2,2,2.17246740495932,41.4384354301996
2019S005725    ,Dijous,2019,7,18,20,Tarda,1,0,1,2,2.175841963509,41.4065390799382
2019S005726    ,Dijous,2019,7,18,21,Tarda,1,0,1,2,2.17200704866085,41.4277646238174
2019S005727    ,Dijous,2019,7,18,18,Tarda,2,0,2,2,2.1704673564177,41.3914920522097
2019S005728    ,Dijous,2019,7,18,23,Nit,2,0,2,2,2.15337087063667,41.3726583867078
2019S005729    ,Dijous,2019,7,18,19,Tarda,1,0,1,1,2.15371527958088,41.4257952785261
2019S005730    ,Divendres,2019,7,19,9,Matí,1,0,1,2,2.17350210500435,41.4085839061303
2019S005731    ,Divendres,2019,7,19,9,Matí,1,0,1,2,2.12776970339408,41.3883001425864
2019S005732    ,Divendres,2019,7,19,9,Matí,1,0,1,2,2.17902284992282,41.4461695326607
2019S005733    ,Divendres,2019,7,19,11,Matí,0,0,0,1,2.14573394163587,41.3734734129833
2019S005734    ,Divendres,2019,7,19,11,Matí,1,0,1,1,2.16887751446032,41.3896392836146
2019S005735    ,Dijous,2019,7,18,13,Matí,1,0,1,2,2.13450896699616,41.4090760488796
2019S005736    ,Divendres,2019,7,19,12,Matí,1,0,1,2,2.14225754026504,41.3751857155391
2019S005737    ,Divendres,2019,7,19,14,Tarda,1,0,1,2,2.18796466047212,41.3789647674718
2019S005738    ,Divendres,2019,7,19,14,Tarda,2,0,2,2,2.21010107278693,41.4187439059338
2019S005739    ,Divendres,2019,7,19,14,Tarda,1,0,1,2,2.17699374201017,41.3850894271684
2019S005740    ,Divendres,2019,7,19,16,Tarda,0,0,1,2,2.14740899029397,41.4002791068484
2019S005741    ,Divendres,2019,7,19,15,Tarda,1,0,1,1,2.17886176932865,41.4451590213173
2019S005742    ,Divendres,2019,7,19,17,Tarda,4,0,4,3,2.1636958763615,41.3585872395432
2019S005743    ,Divendres,2019,7,19,16,Tarda,1,0,1,1,2.1521524204118,41.3770660299234
2019S005744    ,Divendres,2019,7,19,18,Tarda,1,0,1,2,2.1468043321068,41.3653527709007
2019S005745    ,Divendres,2019,7,19,19,Tarda,1,0,1,2,2.15220818287478,41.3513191877063
2019S005746    ,Divendres,2019,7,19,18,Tarda,1,0,1,2,2.16833865691537,41.3984524716251
2019S005747    ,Divendres,2019,7,19,20,Tarda,2,0,2,2,2.14854384185376,41.3795765059382
2019S005748    ,Divendres,2019,7,19,19,Tarda,1,0,1,2,2.1872466543582,41.3948870766274
2019S005749    ,Divendres,2019,7,19,19,Tarda,2,0,2,2,2.15909334193353,41.3846441088909
2019S005750    ,Divendres,2019,7,19,21,Tarda,1,0,1,2,2.201840068842,41.407447831176
2019S005751    ,Divendres,2019,7,19,19,Tarda,2,0,2,2,2.15692998985405,41.3848697671577
2019S005752    ,Divendres,2019,7,19,16,Tarda,1,0,1,2,2.13696681969075,41.4034430118536
2019S005753    ,Divendres,2019,7,19,18,Tarda,1,0,1,2,2.13946813987179,41.3675309980384
2019S005754    ,Divendres,2019,7,19,20,Tarda,1,0,1,2,2.15843321942664,41.4254330241448
2019S005755    ,Divendres,2019,7,19,20,Tarda,1,0,1,3,2.18533683054393,41.4019757298273
2019S005756    ,Divendres,2019,7,19,21,Tarda,1,0,1,2,2.16535247077863,41.3921694400256
2019S005757    ,Dissabte,2019,7,20,0,Nit,2,0,2,2,2.14636002910248,41.3984741737925
2019S005758    ,Dilluns,2019,7,22,14,Tarda,2,0,2,2,2.14636002910248,41.3984741737925
