Numero_expedient,Descripcio_dia_setmana,NK_Any,Mes_any,Dia_mes,Hora_dia,Descripcio_torn,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Longitud,Latitud
2019S000001    ,Dimarts,2019,1,1,1,Nit,0,1,1,1,2.15523550088791,41.3957443253883
2019S000002    ,Dimarts,2019,1,1,4,Nit,1,0,1,2,2.17999003755728,41.4253605414172
2019S000003    ,Dimarts,2019,1,1,5,Nit,1,0,1,1,2.19171161290955,41.3968872797875
2019S000004    ,Dimarts,2019,1,1,8,Matí,1,0,1,2,2.16542918118875,41.4087718910056
2019S000005    ,Dimarts,2019,1,1,12,Matí,2,0,2,1,2.17044049507234,41.394884229335
2019S000006    ,Dimarts,2019,1,1,7,Matí,1,0,1,2,2.1669872223521,41.4025208845695
2019S000007    ,Dimarts,2019,1,1,13,Matí,1,0,1,6,2.16178658319378,41.3901760288465
2019S000008    ,Dimarts,2019,1,1,13,Matí,1,0,1,2,2.16984075824118,41.3990840194981
2019S000009    ,Dimarts,2019,1,1,10,Matí,0,0,0,1,2.19346374727793,41.3913108344678
2019S000010    ,Dimarts,2019,1,1,18,Tarda,1,0,1,2,2.18580600814517,41.397232779224
2019S000011    ,Dimarts,2019,1,1,19,Tarda,1,0,1,2,2.17143898640051,41.4266405589725
2019S000012    ,Dimarts,2019,1,1,13,Matí,1,0,1,2,2.15648438330495,41.3841093376418
2019S000013    ,Dimarts,2019,1,1,21,Tarda,1,0,1,2,2.21052491481897,41.4023198492142
2019S000014    ,Dimecres,2019,1,2,0,Nit,1,0,1,2,2.14021340860341,41.4009218316116
2019S000015    ,Dimecres,2019,1,2,3,Nit,0,0,0,3,2.16070545899552,41.4288904333729
2019S000016    ,Dimecres,2019,1,2,7,Matí,1,0,1,3,2.13644550044667,41.4012802098972
2019S000017    ,Dimecres,2019,1,2,8,Matí,1,0,1,2,2.11693349364151,41.385370246567
2019S000018    ,Dimecres,2019,1,2,9,Matí,3,0,3,2,2.10663337693196,41.3832404694579
2019S000019    ,Dimecres,2019,1,2,9,Matí,1,0,1,3,2.17513059291016,41.4304542308332
2019S000020    ,Dimecres,2019,1,2,10,Matí,1,0,1,2,2.13930866344929,41.3680642167219
2019S000021    ,Dimecres,2019,1,2,10,Matí,2,0,2,2,2.20122448626699,41.4270207432675
2019S000022    ,Dimecres,2019,1,2,10,Matí,1,0,1,1,2.17555739912379,41.4363551228626
2019S000023    ,Dimecres,2019,1,2,8,Matí,1,0,1,2,2.13561870567755,41.3674463003947
2019S000024    ,Dimecres,2019,1,2,10,Matí,2,0,2,2,2.16813849028193,41.4105924485912
2019S000025    ,Dimecres,2019,1,2,12,Matí,1,0,1,2,2.13772005759179,41.3846068019425
2019S000026    ,Dimecres,2019,1,2,13,Matí,1,0,1,2,2.1106619943318,41.4086160354076
2019S000027    ,Dimecres,2019,1,2,14,Tarda,1,0,1,1,2.11693349364151,41.385370246567
2019S000028    ,Dimecres,2019,1,2,14,Tarda,1,0,1,2,2.16850452063849,41.4071839977026
2019S000029    ,Dimecres,2019,1,2,15,Tarda,1,0,1,2,2.19700335366826,41.4125767620833
2019S000030    ,Dimecres,2019,1,2,13,Matí,1,0,1,2,2.18975546713194,41.4128032840929
2019S000031    ,Dimecres,2019,1,2,13,Matí,1,0,1,2,2.14720090175942,41.3956715426893
2019S000032    ,Dimecres,2019,1,2,15,Tarda,1,0,1,2,2.19964159721129,41.4007558220958
2019S000033    ,Dimecres,2019,1,2,16,Tarda,1,0,1,2,2.19132987300726,41.4317143484491
2019S000034    ,Dimecres,2019,1,2,15,Tarda,1,0,1,2,2.16876517762312,41.4119362857083
2019S000035    ,Dimecres,2019,1,2,16,Tarda,1,0,1,1,2.15461820479325,41.399515152534
2019S000036    ,Dimecres,2019,1,2,14,Tarda,1,0,1,2,2.13250979515251,41.3974764163758
2019S000037    ,Dimecres,2019,1,2,17,Tarda,1,0,1,2,2.18737079448269,41.3937557216258
2019S000038    ,Dimecres,2019,1,2,17,Tarda,1,0,1,2,2.21248097707218,41.4011832786486
2019S000039    ,Dimecres,2019,1,2,19,Tarda,1,0,1,2,2.16030283270827,41.3855562058142
2019S000040    ,Dimecres,2019,1,2,17,Tarda,1,0,1,2,2.18713021231682,41.4173326824698
2019S000041    ,Dimecres,2019,1,2,20,Tarda,1,0,1,1,2.13554767732278,41.3867095851495
2019S000042    ,Dimecres,2019,1,2,19,Tarda,1,0,1,1,2.16365928183144,41.3751976092882
2019S000043    ,Dimecres,2019,1,2,20,Tarda,1,0,1,2,2.17623084833852,41.438755360279
2019S000044    ,Dimecres,2019,1,2,21,Tarda,2,0,2,2,2.17002160435613,41.3996879193001
2019S000045    ,Dimecres,2019,1,2,21,Tarda,1,0,1,2,2.15948657365998,41.3934572230076
2019S000046    ,Dimecres,2019,1,2,21,Tarda,1,0,1,2,2.17580592895108,41.3772903086698
2019S000047    ,Dimecres,2019,1,2,19,Tarda,1,0,1,2,2.1681856053982,41.3893558644309
2019S000048    ,Dimecres,2019,1,2,22,Nit,1,0,1,2,2.15464554661679,41.395595964005
2019S000049    ,Dimecres,2019,1,2,22,Nit,0,0,0,2,2.16882824009131,41.4303007805025
2019S000050    ,Dijous,2019,1,3,1,Nit,1,0,1,2,2.15355058807308,41.4230693413319
2019S000051    ,Dijous,2019,1,3,8,Matí,0,0,0,1,2.17662844702637,41.382456825415
2019S000052    ,Dijous,2019,1,3,8,Matí,1,0,1,1,2.15178389230457,41.4104344837551
2019S000053    ,Dijous,2019,1,3,9,Matí,1,0,1,2,2.17660858268302,41.3961075151257
2019S000054    ,Dijous,2019,1,3,11,Matí,2,0,2,3,2.20355181901978,41.3924830743929
2019S000055    ,Dijous,2019,1,3,11,Matí,1,0,1,2,2.20727016241809,41.440992890422
2019S000056    ,Dijous,2019,1,3,10,Matí,1,0,1,2,2.17511023908923,41.4070033912959
2019S000057    ,Dijous,2019,1,3,12,Matí,1,0,1,2,2.16349848871879,41.3907965777476
2019S000058    ,Dijous,2019,1,3,12,Matí,1,0,1,1,2.16819536212637,41.3931974161928
2019S000059    ,Dijous,2019,1,3,11,Matí,0,0,0,1,2.17601414707971,41.3783593611252
2019S000060    ,Dijous,2019,1,3,12,Matí,1,0,1,1,2.17884106354267,41.422604919423
2019S000061    ,Dijous,2019,1,3,13,Matí,1,0,1,1,2.17276964825351,41.3949255890088
2019S000062    ,Dijous,2019,1,3,12,Matí,1,0,1,1,2.13793671222418,41.3793321503134
2019S000063    ,Dijous,2019,1,3,13,Matí,1,0,1,2,2.1616929036431,41.3968622651819
2019S000064    ,Dijous,2019,1,3,14,Tarda,1,0,1,2,2.1526638275293,41.3799265926777
2019S000065    ,Dijous,2019,1,3,14,Tarda,1,0,1,1,2.19740235684086,41.3991345630852
2019S000066    ,Dijous,2019,1,3,14,Tarda,1,0,1,2,2.20576299401882,41.3949004575735
2019S000067    ,Dijous,2019,1,3,13,Matí,1,0,1,2,2.20260621734405,41.4428874169614
2019S000068    ,Dijous,2019,1,3,15,Tarda,1,0,1,2,2.14928551154351,41.3757242906094
2019S000069    ,Dijous,2019,1,3,15,Tarda,1,0,1,2,2.18814586311743,41.4132502328092
2019S000070    ,Dijous,2019,1,3,15,Tarda,1,0,1,2,2.17235476113182,41.3891303887923
2019S000071    ,Dijous,2019,1,3,13,Matí,0,0,0,1,2.1584998378492,41.4116800716712
2019S000072    ,Dijous,2019,1,3,19,Tarda,1,0,1,2,2.18331874323038,41.4494989562242
2019S000073    ,Dijous,2019,1,3,19,Tarda,0,1,1,1,2.16995702267133,41.3865797802551
2019S000074    ,Dijous,2019,1,3,15,Tarda,1,0,1,2,2.17639144648633,41.4075921956016
2019S000075    ,Dijous,2019,1,3,23,Nit,1,0,1,2,2.15613915479063,41.3854928678871
2019S000076    ,Divendres,2019,1,4,7,Matí,1,0,1,2,2.13472240095769,41.4002398813668
2019S000077    ,Divendres,2019,1,4,8,Matí,1,0,1,1,2.16275735438403,41.3753780446696
2019S000078    ,Divendres,2019,1,4,8,Matí,1,0,1,2,2.14846687134502,41.4363333354747
2019S000079    ,Divendres,2019,1,4,9,Matí,1,0,1,1,2.18044335060983,41.4164436826791
2019S000080    ,Divendres,2019,1,4,11,Matí,2,0,2,2,2.17599032655192,41.4323431090538
2019S000081    ,Divendres,2019,1,4,12,Matí,1,0,1,2,2.18000341300246,41.3986476183111
2019S000082    ,Divendres,2019,1,4,13,Matí,1,0,1,2,2.14320567061401,41.399128713722
2019S000083    ,Divendres,2019,1,4,13,Matí,1,0,1,2,2.17158885048024,41.394043915213
2019S000084    ,Divendres,2019,1,4,13,Matí,1,0,1,2,2.17742437486094,41.4459294172835
2019S000085    ,Divendres,2019,1,4,14,Tarda,1,0,1,3,2.14246623759616,41.4250311115415
2019S000086    ,Divendres,2019,1,4,15,Tarda,1,0,1,2,2.15537649137279,41.4095309024532
2019S000087    ,Divendres,2019,1,4,16,Tarda,1,0,1,2,2.14594597534154,41.3918885833187
2019S000088    ,Divendres,2019,1,4,15,Tarda,2,0,2,2,2.18198951195628,41.4055086407811
2019S000089    ,Divendres,2019,1,4,18,Tarda,1,0,1,2,2.11859984291835,41.3904827444155
2019S000090    ,Divendres,2019,1,4,20,Tarda,1,0,1,1,2.14209713848235,41.3951599014869
2019S000091    ,Divendres,2019,1,4,19,Tarda,1,0,1,2,2.13621736633916,41.3914417914262
2019S000092    ,Divendres,2019,1,4,19,Tarda,1,0,1,2,2.13750796275129,41.4157689788847
2019S000093    ,Divendres,2019,1,4,17,Tarda,0,1,1,1,2.17665062981561,41.4075984643177
2019S000094    ,Divendres,2019,1,4,19,Tarda,2,0,2,2,2.1807141087276,41.4060188420186
2019S000095    ,Divendres,2019,1,4,22,Nit,1,0,1,2,2.16385667808198,41.4083544205471
2019S000096    ,Dissabte,2019,1,5,2,Nit,1,0,1,2,2.14386187420751,41.3955877470189
2019S000097    ,Dissabte,2019,1,5,0,Nit,0,0,0,3,2.17583639581349,41.4261462062737
2019S000098    ,Dissabte,2019,1,5,5,Nit,1,0,1,2,2.13715952736268,41.3600918457738
2019S000099    ,Dissabte,2019,1,5,7,Matí,1,0,1,1,2.16327805535671,41.4344770660005
2019S000100    ,Dijous,2019,1,3,13,Matí,1,0,1,2,2.16722111816644,41.4120851806341
2019S000101    ,Dissabte,2019,1,5,10,Matí,1,0,1,2,2.18112977202226,41.4129421775063
2019S000102    ,Dissabte,2019,1,5,11,Matí,1,0,1,2,2.14055961721287,41.369007007559
2019S000103    ,Dissabte,2019,1,5,15,Tarda,0,0,0,2,2.12830211465005,41.3793689148734
2019S000104    ,Dissabte,2019,1,5,18,Tarda,1,0,1,2,2.17333647713214,41.3745899990998
2019S000105    ,Dissabte,2019,1,5,17,Tarda,1,0,1,2,2.18358564263307,41.4006018482081
2019S000106    ,Dissabte,2019,1,5,18,Tarda,2,0,2,2,2.15052181601134,41.3989567872925
2019S000107    ,Dissabte,2019,1,5,21,Tarda,1,0,1,2,2.19214312259262,41.3939284928646
2019S000108    ,Dissabte,2019,1,5,17,Tarda,1,0,1,1,2.20645090886089,41.400506464123
2019S000109    ,Dissabte,2019,1,5,23,Nit,1,0,1,2,2.16390861509266,41.3865691361207
2019S000110    ,Dissabte,2019,1,5,21,Tarda,1,0,1,1,2.20522051250941,41.4369690359889
2019S000111    ,Dissabte,2019,1,5,23,Nit,1,0,1,1,2.16337677057492,41.4089156047045
2019S000112    ,Dissabte,2019,1,5,23,Nit,2,0,2,2,2.17859288450839,41.4097641224239
2019S000113    ,Diumenge,2019,1,6,3,Nit,2,0,2,1,2.18379953866557,41.3811904896062
2019S000114    ,Diumenge,2019,1,6,5,Nit,1,0,1,2,2.13507459841751,41.362630976463
2019S000115    ,Diumenge,2019,1,6,6,Matí,0,0,0,4,2.14844742052945,41.3861789514339
2019S000116    ,Diumenge,2019,1,6,11,Matí,1,0,1,2,2.11226316305782,41.3976037316652
2019S000117    ,Diumenge,2019,1,6,10,Matí,1,0,1,1,2.12738834625099,41.3886530435027
2019S000118    ,Divendres,2019,1,4,18,Tarda,1,0,1,1,2.20580814269064,41.4337840402054
2019S000119    ,Diumenge,2019,1,6,12,Matí,2,0,2,2,2.1516970189151,41.3719322196455
2019S000120    ,Diumenge,2019,1,6,13,Matí,1,0,1,2,2.20822877884827,41.4377597288277
2019S000121    ,Diumenge,2019,1,6,13,Matí,1,0,1,2,2.10466363697049,41.3822632582492
2019S000122    ,Diumenge,2019,1,6,12,Matí,2,0,2,3,2.19092212348163,41.4366764244901
2019S000123    ,Diumenge,2019,1,6,13,Matí,1,0,1,2,2.18755156177416,41.3825133926489
2019S000124    ,Diumenge,2019,1,6,14,Tarda,2,0,2,3,2.16462316333077,41.4412608115805
2019S000125    ,Diumenge,2019,1,6,14,Tarda,1,0,1,2,2.18189460096603,41.3982438580943
2019S000126    ,Diumenge,2019,1,6,14,Tarda,1,0,1,1,2.17563456663825,41.4236529633223
2019S000127    ,Dissabte,2019,1,5,20,Tarda,1,0,1,2,2.16416547889222,41.3884587767685
2019S000128    ,Diumenge,2019,1,6,13,Matí,1,0,1,1,2.13025774757109,41.4013997867148
2019S000129    ,Diumenge,2019,1,6,17,Tarda,2,0,2,2,2.17002160435613,41.3996879193001
2019S000130    ,Diumenge,2019,1,6,17,Tarda,1,0,1,2,2.18990755306505,41.4533578063876
2019S000131    ,Diumenge,2019,1,6,14,Tarda,1,0,1,2,2.20608210983692,41.4007116307436
2019S000132    ,Dilluns,2019,1,7,10,Matí,1,0,1,2,2.1516954981892,41.3786203168055
2019S000133    ,Dilluns,2019,1,7,10,Matí,0,1,1,1,2.16480024046137,41.3917752317674
2019S000134    ,Dilluns,2019,1,7,12,Matí,2,0,2,1,2.14091260975181,41.4212113003877
2019S000135    ,Dilluns,2019,1,7,13,Matí,1,0,1,2,2.14282564185986,41.3544267963856
2019S000136    ,Dilluns,2019,1,7,12,Matí,1,0,1,2,2.15410950259803,41.4064004459286
2019S000137    ,Dilluns,2019,1,7,13,Matí,1,0,1,2,2.15861093097156,41.4231066423141
2019S000138    ,Dilluns,2019,1,7,13,Matí,1,0,1,2,2.18395592184478,41.4228075903298
2019S000139    ,Dilluns,2019,1,7,14,Tarda,2,0,2,2,2.17170687304541,41.3993230142143
2019S000140    ,Dilluns,2019,1,7,15,Tarda,1,0,1,2,2.12768788907889,41.3754949419884
2019S000141    ,Dilluns,2019,1,7,13,Matí,0,0,0,1,2.18829941466973,41.3922716392817
2019S000142    ,Dilluns,2019,1,7,16,Tarda,2,0,2,1,2.18022300902081,41.3917296008316
2019S000143    ,Dilluns,2019,1,7,17,Tarda,1,0,1,2,2.15237702139106,41.3778933956435
2019S000144    ,Dilluns,2019,1,7,14,Tarda,1,0,1,2,2.15428776594449,41.4006708949426
2019S000145    ,Dilluns,2019,1,7,18,Tarda,1,0,1,2,2.16080133996924,41.3910333784571
2019S000146    ,Dilluns,2019,1,7,17,Tarda,1,0,1,1,2.17715155415842,41.3748291988412
2019S000147    ,Dilluns,2019,1,7,17,Tarda,1,0,1,1,2.15896527910777,41.3752115860898
2019S000148    ,Dilluns,2019,1,7,18,Tarda,3,0,3,2,2.1411133592388,41.3847853974944
2019S000149    ,Dilluns,2019,1,7,19,Tarda,1,0,1,2,2.17988038172973,41.4050173148104
2019S000150    ,Dilluns,2019,1,7,20,Tarda,1,0,1,2,2.17032468396013,41.3984506868504
2019S000151    ,Dilluns,2019,1,7,19,Tarda,1,0,1,2,2.2059143906862,41.4434687561031
2019S000152    ,Dilluns,2019,1,7,20,Tarda,2,0,2,2,2.16151326802232,41.3967850238133
2019S000153    ,Dilluns,2019,1,7,20,Tarda,1,0,1,2,2.15153463525057,41.3943065345298
2019S000154    ,Dilluns,2019,1,7,22,Nit,3,0,3,3,2.14492925016285,41.3716326217884
2019S000155    ,Dimarts,2019,1,8,3,Nit,0,0,0,1,2.13983585246659,41.3673190099247
2019S000156    ,Dimarts,2019,1,8,7,Matí,1,0,1,2,2.21278791763121,41.4022066391799
2019S000157    ,Dimarts,2019,1,8,7,Matí,1,0,1,5,2.13821778545115,41.4119743594437
2019S000158    ,Dimarts,2019,1,8,9,Matí,1,0,1,1,2.17297094456744,41.3895954587073
2019S000159    ,Dimarts,2019,1,8,8,Matí,1,0,1,1,2.18708500313731,41.4049027990368
2019S000160    ,Dimarts,2019,1,8,8,Matí,1,0,1,2,2.18833075593313,41.3782118065971
2019S000161    ,Dimarts,2019,1,8,11,Matí,1,0,1,1,2.11216357442642,41.333747907749
2019S000162    ,Dimarts,2019,1,8,10,Matí,1,0,1,2,2.1428258314772,41.4148502492927
2019S000163    ,Dimarts,2019,1,8,12,Matí,1,0,1,1,2.13288939877179,41.374348158693
2019S000164    ,Dimarts,2019,1,8,13,Matí,1,0,1,3,2.11693349364151,41.385370246567
2019S000165    ,Dimarts,2019,1,8,14,Tarda,1,0,1,2,2.16142027216482,41.3903209010937
2019S000166    ,Dimarts,2019,1,8,16,Tarda,1,0,1,2,2.16334537987643,41.391394187147
2019S000167    ,Dimarts,2019,1,8,16,Tarda,0,0,0,1,2.15145063967143,41.4344188953775
2019S000168    ,Dimarts,2019,1,8,15,Tarda,1,0,1,2,2.11967728035603,41.3860767352898
2019S000169    ,Dimarts,2019,1,8,17,Tarda,1,0,1,2,2.13882541084846,41.3927893025778
2019S000170    ,Dimarts,2019,1,8,19,Tarda,1,0,1,2,2.16280399448399,41.3819610139616
2019S000171    ,Dimarts,2019,1,8,18,Tarda,0,2,2,2,2.14114216213417,41.3923478723829
2019S000172    ,Dimarts,2019,1,8,20,Tarda,2,0,2,1,2.14199014279109,41.382529095812
2019S000173    ,Dimarts,2019,1,8,21,Tarda,1,0,1,1,2.10029109367162,41.4253682510047
2019S000174    ,Dimecres,2019,1,9,0,Nit,0,0,0,1,2.18793712731139,41.3790342907255
2019S000175    ,Dimarts,2019,1,8,23,Nit,1,0,1,2,2.14802713232487,41.3749920438695
2019S000176    ,Dimarts,2019,1,8,4,Nit,1,0,1,2,2.1609385082679,41.3874633897999
2019S000177    ,Dimarts,2019,1,8,12,Matí,0,0,0,1,2.16657698050382,41.384908971107
2019S000178    ,Dimecres,2019,1,9,9,Matí,1,0,1,2,2.19771651878595,41.417220630546
2019S000179    ,Dimecres,2019,1,9,9,Matí,1,0,1,2,2.16920139488241,41.4118817893209
2019S000180    ,Dimecres,2019,1,9,9,Matí,1,0,1,2,2.14604573005886,41.3799240550367
2019S000181    ,Dimecres,2019,1,9,10,Matí,2,0,2,1,2.13830404539475,41.3690521101253
2019S000182    ,Dimecres,2019,1,9,9,Matí,3,0,3,2,2.17022674666463,41.3906510965655
2019S000183    ,Dimecres,2019,1,9,11,Matí,1,0,1,2,2.17549529266468,41.4155246143784
2019S000184    ,Dimecres,2019,1,9,9,Matí,1,0,1,2,2.14907223346168,41.408517866148
2019S000185    ,Dimarts,2019,1,8,9,Matí,1,0,1,2,2.12376444736177,41.3976982928154
2019S000186    ,Dimecres,2019,1,9,12,Matí,1,0,1,1,2.1823788019724,41.4434278228511
2019S000187    ,Dimecres,2019,1,9,12,Matí,1,0,1,1,2.12126788467203,41.3925499028138
2019S000188    ,Dimecres,2019,1,9,14,Tarda,1,0,1,2,2.21680132266645,41.4085519125801
2019S000189    ,Dimecres,2019,1,9,14,Tarda,1,0,1,2,2.14344562031365,41.4271907144249
2019S000190    ,Dimecres,2019,1,9,17,Tarda,1,0,1,2,2.13699177020617,41.3903716681365
2019S000191    ,Dimecres,2019,1,9,17,Tarda,2,0,2,2,2.11903696543864,41.3896802901693
2019S000192    ,Dimecres,2019,1,9,17,Tarda,1,0,1,1,2.17739067411349,41.4337544946363
2019S000193    ,Dimecres,2019,1,9,18,Tarda,1,0,1,2,2.13133487525293,41.4141459753067
2019S000194    ,Dimecres,2019,1,9,18,Tarda,2,1,3,2,2.13222472093379,41.385362914654
2019S000195    ,Dimecres,2019,1,9,19,Tarda,1,0,1,2,2.1130298825902,41.3990247050954
2019S000196    ,Dimecres,2019,1,9,18,Tarda,1,0,1,2,2.14884918128591,41.3503819362547
2019S000197    ,Dimecres,2019,1,9,13,Matí,1,0,1,1,2.15249886053108,41.4333536679076
2019S000198    ,Dimecres,2019,1,9,18,Tarda,1,0,1,2,2.15301276314242,41.3882231029961
2019S000199    ,Dimecres,2019,1,9,21,Tarda,1,0,1,1,2.17507789901827,41.4597451553227
2019S000200    ,Dimecres,2019,1,9,20,Tarda,1,0,1,1,2.12822183810737,41.3993270912949
2019S000201    ,Dimecres,2019,1,9,23,Nit,1,0,1,3,2.16349848871879,41.3907965777476
2019S000202    ,Dimecres,2019,1,9,22,Nit,1,0,1,2,2.19127107169094,41.4066012802948
2019S000203    ,Dimecres,2019,1,9,22,Nit,2,0,2,2,2.1635667468511,41.4118270908963
2019S000204    ,Dijous,2019,1,10,1,Nit,2,0,2,2,2.17634958777403,41.3921293400674
2019S000205    ,Dijous,2019,1,10,1,Nit,1,0,1,2,2.18668362218002,41.4256971939441
2019S000206    ,Dijous,2019,1,10,2,Nit,1,0,1,2,2.15464554661679,41.395595964005
2019S000207    ,Dijous,2019,1,10,5,Nit,3,0,3,2,2.20519988052269,41.4013962277599
2019S000208    ,Dijous,2019,1,10,7,Matí,1,0,1,2,2.13824952232059,41.4170324143886
2019S000209    ,Dijous,2019,1,10,7,Matí,1,0,1,2,2.18676144279521,41.382624817582
2019S000210    ,Dijous,2019,1,10,8,Matí,1,0,1,2,2.14247175743452,41.4035154292771
2019S000211    ,Dijous,2019,1,10,8,Matí,1,0,1,1,2.12821948462769,41.3800669042139
2019S000212    ,Dijous,2019,1,10,9,Matí,1,0,1,2,2.13695183893622,41.391283638479
2019S000213    ,Dijous,2019,1,10,9,Matí,1,0,1,3,2.15127161059615,41.3923837656698
2019S000214    ,Dijous,2019,1,10,9,Matí,1,0,1,2,2.18103115225256,41.4195071333324
2019S000215    ,Dijous,2019,1,10,10,Matí,1,0,1,1,2.18433730457382,41.4290325818765
2019S000216    ,Dijous,2019,1,10,9,Matí,1,0,1,2,2.1277951707264,41.4116780177172
2019S000217    ,Dijous,2019,1,10,10,Matí,1,0,1,1,2.12408124747837,41.3739206086815
2019S000218    ,Dijous,2019,1,10,13,Matí,1,0,1,2,2.15892884407231,41.3922017482921
2019S000219    ,Dijous,2019,1,10,13,Matí,1,0,1,2,2.20484504018935,41.4368307905639
2019S000220    ,Dijous,2019,1,10,13,Matí,1,0,1,2,2.17885309960083,41.3926793921661
2019S000221    ,Dijous,2019,1,10,14,Tarda,1,0,1,2,2.138917330521,41.3930025651986
2019S000222    ,Dijous,2019,1,10,15,Tarda,1,0,1,1,2.14876810423199,41.4065470530986
2019S000223    ,Dijous,2019,1,10,16,Tarda,1,0,1,2,2.14749549162639,41.3895404041167
2019S000224    ,Dijous,2019,1,10,16,Tarda,1,0,1,1,2.17818559763876,41.4268028948663
2019S000225    ,Dijous,2019,1,10,17,Tarda,1,0,1,2,2.14682051601122,41.3898993004032
2019S000226    ,Dijous,2019,1,10,18,Tarda,1,0,1,3,2.189145806249,41.4466227941823
2019S000227    ,Dijous,2019,1,10,19,Tarda,1,0,1,2,2.15502630782655,41.3884459787381
2019S000228    ,Dijous,2019,1,10,19,Tarda,1,0,1,2,2.13229836657157,41.3891790080058
2019S000229    ,Dijous,2019,1,10,17,Tarda,1,0,1,2,2.17047714703451,41.3934221407981
2019S000230    ,Dijous,2019,1,10,19,Tarda,1,0,1,1,2.19537296764078,41.4054135912337
2019S000231    ,Dijous,2019,1,10,19,Tarda,1,0,1,2,2.15290476599408,41.4019033807357
2019S000232    ,Dijous,2019,1,10,21,Tarda,1,0,1,2,2.17780422612831,41.4033837778476
2019S000233    ,Dijous,2019,1,10,20,Tarda,0,0,0,1,2.20558017453535,41.407741867087
2019S000234    ,Dijous,2019,1,10,21,Tarda,1,0,1,2,2.14016900846287,41.393290434648
2019S000235    ,Dijous,2019,1,10,18,Tarda,1,0,1,2,2.14807942340597,41.3953754923428
2019S000236    ,Dijous,2019,1,10,18,Tarda,2,0,2,3,2.14559724455531,41.3990906526051
2019S000237    ,Dijous,2019,1,10,17,Tarda,1,0,1,2,2.17762840914777,41.4033802694444
2019S000238    ,Divendres,2019,1,11,0,Nit,1,0,1,2,2.18202772352668,41.3883035927464
2019S000239    ,Dijous,2019,1,10,23,Nit,2,0,2,1,2.17612445666078,41.439879975538
2019S000240    ,Divendres,2019,1,11,6,Matí,1,0,1,2,2.17685776249053,41.4060413075016
2019S000241    ,Divendres,2019,1,11,8,Matí,1,0,1,2,2.16438213304723,41.3951610530975
2019S000242    ,Divendres,2019,1,11,9,Matí,1,0,1,2,2.14965067215595,41.3806576552606
2019S000243    ,Divendres,2019,1,11,7,Matí,1,0,1,2,2.18076827870503,41.437030880516
2019S000244    ,Divendres,2019,1,11,8,Matí,1,0,1,2,2.15075539733014,41.4265553950832
2019S000245    ,Divendres,2019,1,11,7,Matí,1,0,1,2,2.19279417021593,41.3855183287334
2019S000246    ,Divendres,2019,1,11,8,Matí,2,0,2,2,2.16394623660039,41.4103275982787
2019S000247    ,Divendres,2019,1,11,7,Matí,0,0,0,3,2.12813890049266,41.3741825554581
2019S000248    ,Divendres,2019,1,11,9,Matí,1,0,1,2,2.12889256878663,41.3976617511078
2019S000249    ,Divendres,2019,1,11,8,Matí,1,0,1,2,2.11754667530567,41.3978852340365
2019S000250    ,Divendres,2019,1,11,11,Matí,1,0,1,1,2.16641171004868,41.3980621976993
2019S000251    ,Divendres,2019,1,11,11,Matí,1,0,1,1,2.14225117430842,41.3729578601608
2019S000252    ,Divendres,2019,1,11,11,Matí,1,0,1,2,2.13976430479372,41.3882495681174
2019S000253    ,Divendres,2019,1,11,10,Matí,1,0,1,2,2.18405772357692,41.4168452512599
2019S000254    ,Divendres,2019,1,11,12,Matí,1,0,1,1,2.1505002289286,41.3968941141515
2019S000255    ,Divendres,2019,1,11,11,Matí,2,0,2,2,2.19003599127614,41.406171226063
2019S000256    ,Divendres,2019,1,11,12,Matí,1,0,1,1,2.21889465555779,41.4065993774254
2019S000257    ,Divendres,2019,1,11,13,Matí,1,0,1,1,2.15579958723343,41.4243127590242
2019S000258    ,Divendres,2019,1,11,13,Matí,1,0,1,2,2.16925759230081,41.3854330419444
2019S000259    ,Divendres,2019,1,11,13,Matí,1,0,1,1,2.18840900912822,41.4226667802076
2019S000260    ,Divendres,2019,1,11,14,Tarda,1,0,1,4,2.20573949975426,41.4440281656862
2019S000261    ,Divendres,2019,1,11,14,Tarda,2,0,2,2,2.18142236712026,41.4462640957702
2019S000262    ,Divendres,2019,1,11,15,Tarda,3,0,3,3,2.13166513287018,41.4140639793382
2019S000263    ,Divendres,2019,1,11,14,Tarda,1,0,1,1,2.12810028395603,41.3799929508767
2019S000264    ,Divendres,2019,1,11,15,Tarda,1,0,1,2,2.13575268297834,41.400028475297
2019S000265    ,Divendres,2019,1,11,14,Tarda,1,0,1,2,2.21246984477912,41.4114082248517
2019S000266    ,Divendres,2019,1,11,15,Tarda,1,0,1,2,2.18798392517017,41.4046357723946
2019S000267    ,Divendres,2019,1,11,17,Tarda,0,0,0,2,2.12245684739938,41.4073014549323
2019S000268    ,Divendres,2019,1,11,17,Tarda,1,0,1,2,2.18566451375427,41.4023866252669
2019S000269    ,Divendres,2019,1,11,15,Tarda,1,0,1,2,2.17086948128157,41.3911351045092
2019S000270    ,Divendres,2019,1,11,13,Matí,3,0,3,2,2.19626756094903,41.4407515291145
2019S000271    ,Divendres,2019,1,11,14,Tarda,1,0,1,2,2.12112365904495,41.3368576077089
2019S000272    ,Divendres,2019,1,11,15,Tarda,3,0,3,1,2.17157564531512,41.3960070746961
