Numero_expedient,Any,Mes_any,Dia_mes,Hora_dia,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Longitud,Latitud
2018S006569    ,2018,8,30,10,2,0,2,2,2.159495,41.396524
2018S001605    ,2018,2,28,8,2,0,2,2,2.159495,41.396524
2018S004520    ,2018,6,12,20,1,0,1,2,2.159495,41.396524
2018S009049    ,2018,11,26,14,1,0,1,3,2.159495,41.396524
2018S008834    ,2018,11,19,17,1,0,1,2,2.159529,41.396527
2018S008662    ,2018,11,12,11,1,0,1,2,2.159495,41.396524
2018S001140    ,2018,2,11,11,2,0,2,2,2.159495,41.396524
2018S000768    ,2018,1,29,8,1,0,1,2,2.159495,41.396524
2018S005958    ,2018,8,1,23,1,0,1,2,2.159495,41.396524
2018S002736    ,2018,4,10,14,1,0,1,2,2.159495,41.396524
2018S004387    ,2018,6,7,7,1,0,1,1,2.17782,41.396589
2018S001237    ,2018,2,14,20,2,0,2,1,2.155361,41.396475
2018S007307    ,2018,9,28,15,0,0,0,2,2.192749,41.396916
2018S000675    ,2018,1,25,18,1,0,1,1,2.162184,41.396599
2018S008735    ,2018,11,15,13,1,0,1,2,2.168636,41.396713
2018S004694    ,2018,6,19,19,1,0,1,2,2.168636,41.396713
2018S007413    ,2018,10,2,13,1,0,1,2,2.168636,41.396713
2018S001821    ,2018,3,6,9,2,0,2,2,2.168636,41.396713
2018S006320    ,2018,8,17,11,1,0,1,2,2.170918,41.396687
2018S001153    ,2018,2,11,22,1,1,2,2,2.170918,41.396687
2018S008128    ,2018,10,25,9,1,0,1,2,2.191548,41.396545
2018S008482    ,2018,11,6,10,1,0,1,2,2.164096,41.396715
2018S002157    ,2018,3,17,15,1,0,1,2,2.164096,41.396715
2018S005420    ,2018,7,13,9,1,0,1,3,2.158137,41.395938
2018S003782    ,2018,5,15,10,1,0,1,2,2.158626,41.396555
2018S008424    ,2018,11,3,12,1,0,1,2,2.159495,41.396524
2018S003140    ,2018,4,23,19,1,0,1,2,2.159233,41.396215
2018S001948    ,2018,3,10,6,0,0,0,1,2.159495,41.396524
2018S002647    ,2018,4,7,3,3,0,3,3,2.146501,41.396386
2018S005122    ,2018,7,3,16,1,0,1,2,2.180201,41.396482
2018S005856    ,2018,7,29,17,1,0,1,2,2.180201,41.396482
2018S001050    ,2018,2,8,9,1,0,1,2,2.178285,41.396616
2018S002248    ,2018,3,21,9,1,0,1,2,2.127043,41.396092
2018S008154    ,2018,10,25,18,1,0,1,2,2.151204,41.396696
2018S008944    ,2018,11,22,21,1,0,1,1,2.150908,41.396553
2018S004950    ,2018,6,27,17,1,0,1,1,2.136469,41.396326
2018S006736    ,2018,9,6,16,1,0,1,2,2.173171,41.396686
2018S004505    ,2018,6,12,17,2,0,2,2,2.185284,41.39636
2018S002398    ,2018,3,26,22,1,0,1,2,2.161847,41.39672
2018S005543    ,2018,7,17,16,1,0,1,2,2.197463,41.396944
2018S002957    ,2018,4,18,8,1,0,1,2,2.164096,41.396715
2018S008300    ,2018,10,30,18,1,0,1,2,2.164096,41.396715
2018S006610    ,2018,8,31,15,1,0,1,2,2.164096,41.396715
2018S001010    ,2018,2,6,17,0,0,0,1,2.150741,41.39683
2018S004034    ,2018,5,25,0,1,0,1,1,2.146705,41.396584
2018S008142    ,2018,10,25,13,1,0,1,3,2.170918,41.396687
2018S007088    ,2018,9,20,19,1,0,1,2,2.171296,41.396792
2018S002584    ,2018,4,5,13,2,0,2,1,2.178596,41.396849
2018S001190    ,2018,2,13,10,1,0,1,2,2.133371,41.396726
2018S007801    ,2018,10,14,12,2,0,2,2,2.156107,41.396777
2018S004176    ,2018,5,30,10,1,0,1,2,2.16147,41.396784
2018S008223    ,2018,10,28,8,0,0,0,1,2.133078,41.396541
2018S005378    ,2018,7,11,22,1,0,1,2,2.168636,41.396713
2018S006608    ,2018,8,31,12,1,0,1,2,2.168636,41.396713
2018S003116    ,2018,4,23,8,1,0,1,2,2.168636,41.396713
2018S007548    ,2018,10,5,16,1,0,1,2,2.114828,41.396307
2018S001468    ,2018,2,23,15,1,0,1,2,2.114828,41.396307
2018S009194    ,2018,12,1,18,1,0,1,2,2.161465,41.397016
2018S006113    ,2018,8,8,10,2,0,2,2,2.161847,41.39672
2018S001980    ,2018,3,11,15,1,0,1,2,2.161847,41.39672
2018S000374    ,2018,1,15,9,1,0,1,2,2.161465,41.397016
2018S005899    ,2018,7,31,0,1,0,1,2,2.161465,41.397016
2018S004912    ,2018,6,26,20,1,0,1,2,2.170918,41.396687
2018S009362    ,2018,12,7,16,2,0,2,2,2.166358,41.396699
2018S002115    ,2018,3,16,13,1,0,1,2,2.166358,41.396699
2018S005476    ,2018,7,15,19,1,0,1,1,2.192018,41.396745
2018S001523    ,2018,2,25,16,1,0,1,2,2.166358,41.396699
2018S001013    ,2018,2,6,21,1,0,1,2,2.166358,41.396699
2018S004449    ,2018,6,9,15,1,0,1,2,2.161465,41.397016
2018S006596    ,2018,8,31,6,1,0,1,2,2.161465,41.397016
2018S000436    ,2018,1,17,13,0,1,1,2,2.161465,41.397016
2018S004161    ,2018,5,29,18,2,0,2,2,2.161465,41.397016
2018S000672    ,2018,1,25,14,1,0,1,2,2.161465,41.397016
2018S005360    ,2018,7,11,14,1,0,1,1,2.161465,41.397016
2018S002026    ,2018,3,13,10,1,0,1,2,2.150428,41.396509
2018S007179    ,2018,9,25,16,1,0,1,2,2.183317,41.396971
2018S006562    ,2018,8,29,15,1,0,1,3,2.17782,41.396589
2018S002780    ,2018,4,11,20,1,0,1,1,2.17782,41.396589
2018S006839    ,2018,9,10,21,1,0,1,2,2.175442,41.396683
2018S003738    ,2018,5,14,0,2,0,2,3,2.161465,41.397016
2018S007168    ,2018,9,24,9,2,0,2,3,2.161847,41.39672
2018S001014    ,2018,2,6,22,1,0,1,2,2.161465,41.397016
2018S006396    ,2018,8,21,21,0,0,1,1,2.161465,41.397016
2018S005255    ,2018,7,7,12,1,0,1,2,2.205629,41.397115
2018S006165    ,2018,8,10,11,1,0,1,2,2.194911,41.39731
2018S002544    ,2018,4,4,10,1,0,1,2,2.194911,41.39731
2018S003583    ,2018,5,8,19,1,0,1,2,2.152656,41.396782
2018S007013    ,2018,9,18,15,1,0,1,2,2.168421,41.397002
2018S001680    ,2018,3,2,10,6,0,6,2,2.150455,41.3968
2018S000090    ,2018,1,4,16,2,0,2,1,2.150741,41.39683
2018S005434    ,2018,7,13,16,11,0,11,1,2.150741,41.39683
2018S008653    ,2018,11,12,10,1,0,1,2,2.170918,41.396687
2018S000410    ,2018,1,16,17,1,0,1,2,2.170918,41.396687
2018S007298    ,2018,9,28,14,1,0,1,3,2.168636,41.396713
2018S008669    ,2018,11,12,16,1,0,1,2,2.168636,41.396713
2018S004899    ,2018,6,26,14,1,0,1,2,2.170918,41.396687
2018S005719    ,2018,7,24,9,1,0,1,3,2.170918,41.396687
2018S005731    ,2018,7,24,21,1,0,1,3,2.170918,41.396687
2018S005861    ,2018,7,29,20,1,0,1,2,2.192684,41.397387
2018S003867    ,2018,5,18,8,2,0,2,3,2.13605,41.396721
2018S005555    ,2018,7,18,19,1,0,1,2,2.163111,41.397455
2018S000679    ,2018,1,25,19,1,0,1,1,2.133084,41.396781
2018S001065    ,2018,2,8,16,1,0,1,2,2.183104,41.397091
2018S001883    ,2018,3,8,10,1,0,1,2,2.164096,41.396715
2018S003059    ,2018,4,20,21,1,0,1,2,2.150741,41.39683
2018S008863    ,2018,11,15,20,2,0,2,2,2.150741,41.39683
2018S000072    ,2018,1,4,11,1,0,1,2,2.150741,41.39683
2018S006454    ,2018,8,24,15,1,1,2,1,2.178932,41.397435
2018S001868    ,2018,3,7,18,1,0,1,3,2.173171,41.396686
2018S009073    ,2018,11,27,19,1,0,1,4,2.120139,41.396041
2018S004806    ,2018,6,22,10,2,0,2,3,2.169052,41.39688
2018S006680    ,2018,9,4,14,1,0,1,2,2.194911,41.39731
2018S002067    ,2018,3,14,16,0,0,0,1,2.190853,41.396925
2018S004614    ,2018,6,17,9,2,0,2,2,2.181343,41.397326
2018S001268    ,2018,2,15,23,2,0,2,2,2.159892,41.397084
2018S009239    ,2018,12,3,16,1,0,1,1,2.159422,41.397001
2018S003691    ,2018,5,11,23,1,0,1,1,2.160705,41.397055
2018S000842    ,2018,1,31,16,1,0,1,2,2.132824,41.396814
2018S009492    ,2018,12,13,3,1,0,1,1,2.170656,41.397025
2018S006393    ,2018,8,21,19,2,0,2,2,2.185955,41.397391
2018S001527    ,2018,2,25,20,1,0,1,2,2.185955,41.397391
2018S007302    ,2018,9,28,16,1,0,1,3,2.171765,41.397147
2018S004009    ,2018,5,24,10,1,0,1,2,2.135964,41.39698
2018S007479    ,2018,10,4,10,1,0,1,2,2.163111,41.397455
2018S000780    ,2018,1,29,13,0,0,0,1,2.119247,41.39673
2018S008589    ,2018,11,9,13,1,0,1,2,2.165916,41.397188
2018S005574    ,2018,7,18,21,1,0,1,2,2.163111,41.397455
2018S001164    ,2018,2,12,13,1,0,1,2,2.163111,41.397455
2018S005974    ,2018,8,1,18,1,0,1,2,2.163111,41.397455
2018S006056    ,2018,8,5,14,2,0,2,2,2.163111,41.397455
2018S000951    ,2018,2,4,23,1,0,1,4,2.208706,41.39742
2018S009491    ,2018,11,13,0,2,0,2,3,2.181343,41.397326
2018S003914    ,2018,5,20,12,1,0,1,2,2.181343,41.397326
2018S001840    ,2018,3,6,20,1,0,1,2,2.181343,41.397326
2018S008893    ,2018,11,21,9,1,0,1,1,2.161465,41.397016
2018S004849    ,2018,6,25,6,1,0,1,7,2.154565,41.396928
2018S000695    ,2018,1,26,10,0,0,0,2,2.142461,41.396985
2018S004170    ,2018,5,30,8,1,0,1,1,2.150741,41.39683
2018S003529    ,2018,5,6,19,1,0,1,2,2.201722,41.397284
2018S002624    ,2018,4,6,16,1,0,1,2,2.163334,41.397156
2018S003263    ,2018,4,27,13,1,0,1,1,2.176562,41.397529
2018S004290    ,2018,6,2,20,2,0,2,2,2.183568,41.397287
2018S001085    ,2018,2,9,10,1,0,1,1,2.18313,41.397337
2018S009627    ,2018,12,17,9,1,0,1,2,2.16954,41.397246
2018S000388    ,2018,1,15,18,1,0,1,2,2.176562,41.397529
2018S008284    ,2018,10,30,12,1,0,1,2,2.203618,41.397496
2018S009216    ,2018,12,2,19,1,0,1,2,2.203618,41.397496
2018S004081    ,2018,5,26,12,1,0,1,2,2.127035,41.396942
2018S002959    ,2018,4,18,9,1,0,1,2,2.159196,41.397182
2018S005340    ,2018,7,10,13,1,0,1,2,2.132824,41.396814
2018S003250    ,2018,4,27,10,1,0,1,3,2.163111,41.397455
2018S006688    ,2018,9,4,14,1,0,1,1,2.163203,41.397224
2018S008849    ,2018,11,20,8,1,0,1,2,2.163111,41.397455
2018S007247    ,2018,9,26,18,1,0,1,2,2.163111,41.397455
2018S003045    ,2018,4,20,15,1,0,1,2,2.163111,41.397455
2018S008117    ,2018,10,24,17,1,0,1,2,2.163111,41.397455
2018S000570    ,2018,1,22,15,2,0,2,2,2.163111,41.397455
2018S007903    ,2018,10,18,12,1,0,1,2,2.178932,41.397435
2018S006540    ,2018,8,28,15,1,0,1,3,2.178932,41.397435
2018S004456    ,2018,6,9,21,1,0,1,2,2.120332,41.396926
2018S007512    ,2018,10,5,0,0,0,0,2,2.161525,41.397264
2018S003100    ,2018,4,22,11,1,0,1,2,2.161465,41.397016
2018S007384    ,2018,10,1,11,2,0,2,2,2.161465,41.397016
2018S003639    ,2018,5,10,17,1,0,1,2,2.161465,41.397016
2018S002622    ,2018,4,6,14,1,0,1,2,2.161465,41.397016
2018S005480    ,2018,7,15,23,1,0,1,1,2.161465,41.397016
2018S006432    ,2018,8,23,16,2,0,2,2,2.13872,41.396986
2018S008098    ,2018,10,24,11,1,0,1,1,2.17014,41.397414
2018S002615    ,2018,4,6,11,2,0,2,2,2.14214,41.397108
2018S004558    ,2018,6,14,12,2,0,2,1,2.156893,41.397219
2018S003651    ,2018,5,11,3,1,0,1,2,2.161386,41.397228
2018S004371    ,2018,6,6,13,1,0,1,3,2.173867,41.397362
2018S004404    ,2018,6,7,22,1,0,1,2,2.130786,41.397097
2018S005560    ,2018,7,18,12,1,0,1,2,2.167508,41.397568
2018S005875    ,2018,7,30,6,1,0,1,2,2.167508,41.397568
2018S001846    ,2018,3,7,6,1,0,1,2,2.167508,41.397568
2018S007464    ,2018,10,3,21,2,1,3,2,2.143837,41.397196
2018S006294    ,2018,8,16,13,1,0,1,2,2.143837,41.397196
2018S003037    ,2018,4,20,12,3,0,3,2,2.154506,41.397422
2018S000459    ,2018,1,18,7,2,0,2,2,2.172037,41.397542
2018S006791    ,2018,9,8,21,1,0,1,2,2.178932,41.397435
2018S009386    ,2018,12,8,20,1,0,1,2,2.178932,41.397435
2018S001260    ,2018,2,15,16,1,0,1,2,2.178932,41.397435
2018S008294    ,2018,10,30,15,1,0,1,2,2.178932,41.397435
2018S008097    ,2018,10,24,9,1,0,1,2,2.178932,41.397435
2018S008355    ,2018,10,31,16,1,0,1,2,2.143837,41.397196
2018S008090    ,2018,10,24,9,1,0,1,2,2.153265,41.397292
2018S008656    ,2018,11,12,8,1,0,1,2,2.16125,41.397307
2018S001916    ,2018,3,9,10,1,0,1,2,2.20623,41.397296
2018S008733    ,2018,11,15,14,2,0,2,2,2.183568,41.397287
2018S004340    ,2018,5,22,8,0,0,0,2,2.1881,41.397302
2018S009700    ,2018,12,19,15,0,1,1,1,2.151054,41.397177
2018S003277    ,2018,4,27,17,1,0,1,2,2.13559,41.397317
2018S005684    ,2018,7,22,22,1,0,1,2,2.185955,41.397391
2018S004874    ,2018,6,25,18,1,1,2,1,2.1881,41.397302
2018S009656    ,2018,12,17,17,1,0,1,2,2.158985,41.397353
2018S003993    ,2018,5,23,19,1,0,1,3,2.192965,41.397697
2018S008162    ,2018,10,26,1,2,0,2,2,2.16976,41.397547
2018S004435    ,2018,6,8,23,2,0,2,2,2.169367,41.397392
2018S001297    ,2018,2,17,4,1,0,1,2,2.16976,41.397547
2018S003898    ,2018,5,19,14,2,0,2,2,2.147959,41.397246
2018S002948    ,2018,4,17,23,2,0,2,3,2.14513,41.397199
2018S004444    ,2018,6,9,10,0,0,0,1,2.144986,41.39727
2018S003680    ,2018,5,11,17,0,0,0,2,2.195389,41.397521
2018S007111    ,2018,9,21,14,1,0,1,1,2.195074,41.397561
2018S007599    ,2018,10,7,19,2,0,2,2,2.174308,41.397552
2018S004038    ,2018,5,25,7,1,0,1,2,2.174308,41.397552
2018S005102    ,2018,7,2,20,0,1,1,2,2.174308,41.397552
2018S009283    ,2018,12,4,19,10,0,10,2,2.158787,41.397512
2018S005637    ,2018,7,20,16,1,0,1,2,2.162032,41.397408
2018S007638    ,2018,10,8,19,1,0,1,2,2.162162,41.397441
2018S000677    ,2018,1,25,20,2,0,2,2,2.172037,41.397542
2018S001612    ,2018,2,28,12,1,0,1,2,2.172037,41.397542
2018S000088    ,2018,1,4,15,1,0,1,2,2.172037,41.397542
2018S003999    ,2018,5,23,19,2,0,2,2,2.178932,41.397435
2018S000378    ,2018,1,15,14,1,0,1,2,2.172037,41.397542
2018S003218    ,2018,4,26,8,1,0,1,2,2.145209,41.397363
2018S005144    ,2018,7,4,10,1,0,1,2,2.20821,41.396706
2018S001178    ,2018,2,12,19,1,0,1,2,2.147946,41.397448
2018S004695    ,2018,6,19,13,2,0,2,2,2.172037,41.397542
2018S006316    ,2018,8,17,9,1,0,1,2,2.172037,41.397542
2018S004659    ,2018,6,18,20,1,0,1,2,2.176562,41.397529
2018S001340    ,2018,2,19,9,1,0,1,2,2.154017,41.397483
2018S004566    ,2018,6,14,15,1,0,1,2,2.163111,41.397455
2018S006252    ,2018,8,13,23,1,0,1,2,2.163111,41.397455
2018S002603    ,2018,4,5,20,1,0,1,2,2.163111,41.397455
2018S009965    ,2018,12,31,20,1,0,1,2,2.163111,41.397455
2018S009103    ,2018,11,28,20,1,0,1,1,2.163111,41.397455
2018S003097    ,2018,4,22,7,1,0,1,2,2.207984,41.397053
2018S004201    ,2018,5,31,8,1,0,1,2,2.172037,41.397542
2018S001399    ,2018,2,21,11,0,0,0,2,2.174308,41.397552
2018S008296    ,2018,10,30,16,1,0,1,3,2.1608,41.397637
2018S006474    ,2018,8,25,18,1,0,1,2,2.1608,41.397637
2018S004208    ,2018,5,31,12,1,0,1,2,2.16483,41.397857
2018S009685    ,2018,12,18,17,2,0,2,2,2.16483,41.397857
2018S003020    ,2018,4,19,19,1,0,1,2,2.16483,41.397857
2018S008593    ,2018,11,9,10,2,0,2,2,2.16483,41.397857
2018S009424    ,2018,12,10,18,1,0,1,2,2.16483,41.397857
2018S003726    ,2018,5,13,16,1,0,1,2,2.211259,41.397949
2018S001326    ,2018,2,18,17,1,0,1,1,2.211259,41.397949
2018S000551    ,2018,1,21,19,2,0,2,3,2.145509,41.397488
2018S007470    ,2018,10,3,22,1,0,1,2,2.172506,41.397705
2018S008077    ,2018,10,23,22,1,0,1,2,2.1608,41.397637
2018S005034    ,2018,6,30,10,1,0,1,2,2.178932,41.397435
2018S001506    ,2018,2,24,14,1,0,1,3,2.112579,41.397293
2018S009714    ,2018,12,19,17,1,0,1,2,2.112296,41.397427
2018S001671    ,2018,3,1,21,1,0,1,2,2.198332,41.398139
2018S001299    ,2018,2,17,7,2,0,2,2,2.176562,41.397529
2018S009330    ,2018,12,5,19,1,0,1,2,2.178989,41.397799
2018S005432    ,2018,7,13,17,1,0,1,2,2.147785,41.397587
2018S001961    ,2018,3,9,22,1,0,1,1,2.195838,41.397861
2018S001588    ,2018,2,27,17,1,0,1,2,2.163841,41.397866
2018S000534    ,2018,1,20,18,1,0,1,2,2.154065,41.39767
2018S005792    ,2018,7,24,19,1,0,1,2,2.153831,41.397665
2018S004351    ,2018,6,5,20,1,0,1,1,2.151895,41.397578
2018S003597    ,2018,5,9,11,2,0,2,2,2.16587,41.39788
2018S007703    ,2018,10,10,15,1,0,1,2,2.16483,41.397857
2018S009673    ,2018,12,18,18,1,0,1,1,2.120026,41.397333
2018S009686    ,2018,12,18,20,0,0,0,2,2.128006,41.397787
2018S009513    ,2018,12,13,15,1,0,1,2,2.16976,41.397547
2018S000520    ,2018,1,20,5,0,0,0,2,2.169942,41.397823
2018S001372    ,2018,2,20,12,1,0,1,1,2.169942,41.397823
2018S000653    ,2018,1,25,8,2,0,2,1,2.1608,41.397637
2018S003249    ,2018,4,27,9,0,0,0,2,2.149647,41.397691
2018S001019    ,2018,2,7,13,1,0,1,1,2.167508,41.397568
2018S005064    ,2018,7,1,9,1,0,1,2,2.135364,41.397778
2018S000077    ,2018,1,4,14,1,0,1,2,2.135364,41.397778
2018S006915    ,2018,9,13,19,1,0,1,3,2.135364,41.397778
2018S005557    ,2018,7,18,4,1,0,1,2,2.1608,41.397637
2018S005364    ,2018,7,11,15,1,0,1,2,2.1608,41.397637
2018S003905    ,2018,5,19,18,0,0,0,1,2.128006,41.397787
2018S000849    ,2018,1,31,20,3,0,3,1,2.147458,41.397708
2018S003977    ,2018,5,23,14,1,0,1,2,2.202859,41.398126
2018S006670    ,2018,9,3,19,1,0,1,2,2.196049,41.39815
2018S007325    ,2018,9,28,13,1,0,1,2,2.180078,41.398285
2018S006585    ,2018,8,30,21,0,0,0,2,2.180078,41.398285
2018S005820    ,2018,7,27,14,2,0,2,1,2.143359,41.397691
2018S009957    ,2018,12,31,16,1,0,1,2,2.172037,41.397542
2018S009225    ,2018,12,2,23,2,0,2,2,2.172317,41.397966
2018S007335    ,2018,9,29,19,2,0,2,2,2.172037,41.397542
2018S008186    ,2018,10,26,21,1,0,1,2,2.172037,41.397542
2018S003957    ,2018,5,22,15,1,0,1,2,2.172317,41.397966
2018S004535    ,2018,6,13,17,1,0,1,2,2.172569,41.397752
2018S003973    ,2018,5,23,11,1,0,1,2,2.172037,41.397542
2018S008768    ,2018,11,16,13,1,0,1,2,2.138423,41.39766
2018S004914    ,2018,6,26,20,1,0,1,2,2.152242,41.397687
2018S001160    ,2018,2,12,11,1,0,1,1,2.138727,41.39779
2018S006452    ,2018,8,24,15,1,0,1,2,2.15154,41.397767
2018S003488    ,2018,5,4,16,1,0,1,2,2.163111,41.397455
2018S002563    ,2018,4,4,20,1,0,1,2,2.163111,41.397455
2018S002328    ,2018,3,23,17,6,0,6,2,2.163111,41.397455
2018S009649    ,2018,12,17,20,1,0,1,2,2.163111,41.397455
2018S004200    ,2018,5,31,7,1,0,1,2,2.163841,41.397866
2018S001966    ,2018,3,10,21,0,0,0,2,2.135053,41.397656
2018S004971    ,2018,6,27,8,1,0,1,1,2.135364,41.397778
2018S006747    ,2018,9,6,19,1,0,1,1,2.135364,41.397778
2018S000399    ,2018,1,16,12,2,0,2,2,2.135053,41.397656
2018S002305    ,2018,3,22,19,1,0,1,2,2.134594,41.397656
2018S001082    ,2018,2,9,8,1,0,1,2,2.134588,41.397771
2018S008866    ,2018,11,20,13,2,0,2,1,2.139583,41.397705
2018S009098    ,2018,11,28,15,1,0,1,2,2.200596,41.398136
2018S000555    ,2018,1,21,23,2,0,2,1,2.132853,41.397779
2018S003438    ,2018,5,3,13,1,0,1,2,2.172037,41.397542
2018S008832    ,2018,11,19,18,1,0,1,2,2.172037,41.397542
2018S000501    ,2018,1,19,18,2,0,2,2,2.172037,41.397542
2018S008228    ,2018,10,28,13,1,0,1,2,2.172037,41.397542
2018S008960    ,2018,11,23,13,1,0,1,2,2.172037,41.397542
2018S000734    ,2018,1,27,12,1,0,1,1,2.174304,41.395826
2018S006831    ,2018,9,10,19,1,0,1,2,2.172037,41.397542
2018S007877    ,2018,10,17,9,1,0,1,2,2.171853,41.398007
2018S002746    ,2018,4,10,18,1,0,1,3,2.172037,41.397542
2018S001746    ,2018,3,3,17,1,0,1,2,2.172037,41.397542
2018S009031    ,2018,11,25,20,2,0,2,2,2.131794,41.397777
2018S005369    ,2018,7,11,18,1,0,1,3,2.13055,41.397933
2018S001476    ,2018,2,23,17,1,0,1,2,2.158363,41.397853
2018S009775    ,2018,12,21,21,1,0,1,2,2.129917,41.397641
2018S006640    ,2018,9,3,9,1,0,1,2,2.12926,41.397482
2018S002566    ,2018,4,4,21,1,0,1,3,2.141046,41.397853
2018S002155    ,2018,3,17,10,2,0,2,1,2.166204,41.397963
2018S004699    ,2018,6,19,19,1,0,1,2,2.19384,41.398105
2018S007349    ,2018,9,30,6,1,0,1,2,2.19384,41.398105
2018S003440    ,2018,5,3,17,1,0,1,2,2.116156,41.397515
2018S002053    ,2018,3,14,9,1,0,1,1,2.170132,41.397964
2018S004006    ,2018,5,24,9,1,0,1,1,2.119834,41.397368
2018S001398    ,2018,2,21,11,1,0,1,2,2.147177,41.39782
2018S009560    ,2018,12,14,15,2,0,2,2,2.171137,41.397889
2018S009186    ,2018,12,1,14,1,0,1,2,2.200596,41.398136
2018S002829    ,2018,4,13,15,1,0,1,2,2.166408,41.398014
2018S004666    ,2018,6,18,20,1,0,1,4,2.173492,41.398016
2018S006741    ,2018,9,6,19,1,0,1,2,2.158022,41.397988
2018S005634    ,2018,7,20,15,0,0,0,1,2.147665,41.397689
2018S003734    ,2018,5,13,20,1,0,1,2,2.147458,41.397708
2018S002096    ,2018,3,15,18,1,0,1,2,2.139896,41.397848
2018S000497    ,2018,1,19,16,1,0,1,2,2.139896,41.397848
2018S009415    ,2018,12,4,13,0,0,0,0,2.140333,41.397784
2018S000119    ,2018,1,6,13,1,0,1,3,2.139896,41.397848
2018S009558    ,2018,12,13,15,1,0,1,2,2.166408,41.398014
2018S001353    ,2018,2,19,15,1,0,1,2,2.166516,41.398312
2018S003424    ,2018,5,3,11,1,0,1,1,2.182718,41.397951
2018S007665    ,2018,10,9,17,0,0,0,3,2.202859,41.398126
2018S005135    ,2018,7,3,19,1,0,1,2,2.170132,41.397964
2018S009046    ,2018,11,26,11,1,0,1,2,2.140333,41.397784
2018S008388    ,2018,11,2,10,2,0,2,2,2.171137,41.397889
2018S006482    ,2018,8,26,6,1,0,1,2,2.170897,41.398395
2018S005458    ,2018,7,14,21,2,0,2,2,2.170897,41.398395
2018S009102    ,2018,11,28,19,1,0,1,2,2.132853,41.397779
2018S005726    ,2018,7,24,18,2,0,2,2,2.132853,41.397779
2018S006760    ,2018,9,7,12,1,0,1,2,2.132853,41.397779
2018S001749    ,2018,3,3,20,0,1,1,1,2.132853,41.397779
2018S000184    ,2018,1,8,17,1,0,1,2,2.132853,41.397779
2018S005472    ,2018,7,15,16,1,0,1,2,2.132853,41.397779
2018S008126    ,2018,10,25,2,2,0,2,2,2.132853,41.397779
2018S000833    ,2018,1,31,12,1,0,1,1,2.200596,41.398136
2018S001777    ,2018,3,4,22,2,0,2,4,2.170632,41.398062
2018S002706    ,2018,3,28,12,0,0,0,1,2.205915,41.398312
2018S003040    ,2018,4,20,14,2,0,2,3,2.132853,41.397779
2018S006563    ,2018,8,29,17,2,0,2,2,2.132853,41.397779
2018S008896    ,2018,11,21,10,1,0,1,2,2.132853,41.397779
2018S008002    ,2018,10,21,18,1,0,1,2,2.132853,41.397779
2018S002553    ,2018,4,4,14,1,0,1,2,2.132853,41.397779
2018S004422    ,2018,6,8,17,1,0,1,2,2.132853,41.397779
2018S001154    ,2018,2,12,7,1,0,1,1,2.132853,41.397779
2018S007270    ,2018,9,27,15,1,0,1,2,2.132853,41.397779
2018S009882    ,2018,12,27,17,1,0,1,2,2.132853,41.397779
2018S006351    ,2018,8,19,6,1,0,1,2,2.132853,41.397779
2018S002028    ,2018,3,13,12,2,0,2,1,2.166516,41.398312
2018S004647    ,2018,6,18,14,2,0,2,2,2.166516,41.398312
2018S005425    ,2018,7,13,10,1,0,1,2,2.157775,41.398013
2018S006963    ,2018,9,16,11,1,0,1,2,2.157335,41.397774
2018S004513    ,2018,6,12,18,1,0,1,2,2.184847,41.398235
2018S003195    ,2018,4,25,14,1,0,1,2,2.173183,41.398395
2018S000977    ,2018,2,5,21,1,0,1,1,2.172812,41.397934
2018S003000    ,2018,4,19,8,1,0,1,2,2.172547,41.39814
2018S007472    ,2018,10,4,8,1,0,1,2,2.186939,41.39814
2018S004543    ,2018,6,12,22,2,0,2,1,2.186702,41.399512
2018S001417    ,2018,2,21,21,1,0,1,1,2.166516,41.398312
2018S002533    ,2018,4,3,18,3,0,3,2,2.16483,41.397857
2018S007797    ,2018,10,14,1,1,0,1,1,2.182438,41.398162
2018S000874    ,2018,2,1,20,1,0,1,3,2.179548,41.398214
2018S009579    ,2018,12,15,6,2,0,2,2,2.161203,41.398083
2018S002238    ,2018,3,20,17,1,0,1,2,2.182438,41.398162
2018S002971    ,2018,4,18,12,3,0,3,2,2.16483,41.397857
2018S004048    ,2018,5,25,12,1,0,1,2,2.16483,41.397857
2018S007318    ,2018,9,28,16,1,0,1,2,2.16483,41.397857
2018S001681    ,2018,3,2,11,1,0,1,1,2.170632,41.398062
2018S006264    ,2018,8,14,15,1,0,1,2,2.164073,41.398413
2018S006666    ,2018,9,3,19,1,0,1,1,2.165076,41.398157
2018S009071    ,2018,11,27,17,1,0,1,2,2.135364,41.397778
2018S001481    ,2018,2,23,18,1,0,1,2,2.196049,41.39815
2018S008645    ,2018,11,11,13,1,0,1,2,2.13741,41.397785
2018S009389    ,2018,12,9,5,4,0,4,2,2.180078,41.398285
2018S006519    ,2018,8,28,7,1,0,1,2,2.132853,41.397779
2018S007001    ,2018,9,18,8,1,0,1,1,2.132853,41.397779
2018S009375    ,2018,12,8,6,3,0,3,1,2.13055,41.397933
2018S009640    ,2018,12,17,15,1,0,1,2,2.130408,41.397933
2018S007007    ,2018,9,18,12,1,0,1,2,2.130408,41.397933
2018S001278    ,2018,2,16,13,1,0,1,2,2.129393,41.39793
