Numero_expedient,Any,Mes_any,Dia_mes,Hora_dia,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Longitud,Latitud
2018S006270    ,2018,8,14,21,1,0,1,2,2.131453,41.37548
2018S003522    ,2018,5,6,8,0,0,0,2,2.131555,41.375592
2018S003368    ,2018,5,1,23,1,0,1,2,2.123275,41.375652
2018S008064    ,2018,10,23,16,2,0,2,2,2.15065,41.376183
2018S000112    ,2018,1,5,23,2,0,2,1,2.162075,41.376074
2018S003586    ,2018,5,8,18,1,0,1,2,2.162075,41.376074
2018S008907    ,2018,11,21,16,1,0,1,2,2.130464,41.375494
2018S008797    ,2018,11,17,12,1,0,1,2,2.130464,41.375494
2018S002189    ,2018,3,18,23,1,0,1,2,2.130464,41.375494
2018S005226    ,2018,7,6,14,1,0,1,1,2.130464,41.375494
2018S002926    ,2018,4,17,11,1,0,1,2,2.122748,41.375654
2018S000516    ,2018,1,19,21,1,0,1,2,2.122748,41.375654
2018S009333    ,2018,12,5,22,1,0,1,2,2.130464,41.375494
2018S009720    ,2018,12,20,1,2,0,2,2,2.130464,41.375494
2018S006911    ,2018,9,13,19,1,0,1,1,2.130746,41.375648
2018S007360    ,2018,9,30,16,0,0,0,2,2.130464,41.375494
2018S000282    ,2018,1,12,13,1,0,1,2,2.122188,41.375827
2018S004922    ,2018,6,27,8,1,0,1,1,2.12895,41.375646
2018S002662    ,2018,4,7,23,1,0,1,2,2.155117,41.37623
2018S005700    ,2018,7,23,16,1,0,1,2,2.148317,41.37574
2018S008061    ,2018,10,23,14,2,0,2,2,2.148344,41.375404
2018S009371    ,2018,12,7,21,1,0,1,2,2.149024,41.375836
2018S006285    ,2018,8,15,18,1,0,1,1,2.149024,41.375836
2018S006708    ,2018,9,5,11,1,0,1,2,2.148317,41.37574
2018S001384    ,2018,2,19,13,1,0,1,2,2.148383,41.375432
2018S004341    ,2018,6,5,15,2,0,2,2,2.12751,41.375675
2018S005254    ,2018,7,7,22,1,0,1,2,2.175424,41.376237
2018S002941    ,2018,4,16,18,1,0,1,2,2.126329,41.375593
2018S003942    ,2018,5,21,22,1,1,2,1,2.134635,41.37584
2018S008435    ,2018,11,4,6,0,0,0,1,2.125217,41.375615
2018S006106    ,2018,8,7,23,1,0,1,2,2.189089,41.376319
2018S001739    ,2018,3,3,14,2,0,2,2,2.162075,41.376074
2018S005818    ,2018,7,27,15,1,0,1,2,2.166569,41.376049
2018S005356    ,2018,7,11,9,0,0,0,1,2.123508,41.375758
2018S007181    ,2018,9,24,21,1,0,1,2,2.155117,41.37623
2018S008255    ,2018,10,29,13,1,0,1,2,2.148317,41.37574
2018S001391    ,2018,2,21,7,0,0,0,1,2.130746,41.375648
2018S006624    ,2018,9,1,11,1,0,1,2,2.130693,41.375833
2018S001007    ,2018,2,6,16,1,0,1,1,2.171262,41.376209
2018S001700    ,2018,3,2,17,2,0,2,2,2.136638,41.376119
2018S008542    ,2018,11,7,20,1,0,1,2,2.162075,41.376074
2018S006627    ,2018,9,1,23,1,0,1,1,2.122188,41.375827
2018S000281    ,2018,1,12,11,1,0,1,2,2.122407,41.375781
2018S008422    ,2018,11,3,9,1,0,1,2,2.15065,41.376183
2018S008380    ,2018,11,2,1,0,0,0,1,2.15065,41.376183
2018S009540    ,2018,12,14,8,2,0,2,2,2.164331,41.376073
2018S003916    ,2018,5,20,14,1,0,1,2,2.157557,41.376075
2018S009506    ,2018,12,13,12,0,0,0,2,2.166051,41.376264
2018S004528    ,2018,6,13,5,0,0,0,2,2.177933,41.374752
2018S000980    ,2018,2,5,23,0,0,0,1,2.176939,41.373118
2018S007373    ,2018,10,1,7,1,0,1,1,2.177594,41.373868
2018S007000    ,2018,9,18,9,1,0,1,2,2.153041,41.376085
2018S006467    ,2018,8,25,11,1,0,1,2,2.116299,41.375909
2018S000167    ,2018,1,8,12,1,0,1,2,2.148218,41.376249
2018S009303    ,2018,12,5,8,1,0,1,2,2.148218,41.376249
2018S002836    ,2018,4,13,19,0,0,0,2,2.114872,41.375935
2018S007560    ,2018,10,6,2,2,0,2,1,2.171342,41.376367
2018S009864    ,2018,12,27,1,0,0,0,1,2.167093,41.37643
2018S005972    ,2018,8,2,9,1,0,1,2,2.166051,41.376264
2018S000027    ,2018,1,2,15,1,0,1,1,2.147168,41.376641
2018S009336    ,2018,12,5,22,2,0,2,2,2.148218,41.376249
2018S003311    ,2018,4,29,0,0,0,0,5,2.1475,41.376077
2018S006751    ,2018,9,6,20,1,0,1,2,2.148218,41.376249
2018S003768    ,2018,5,14,18,1,0,1,2,2.177246,41.376295
2018S007344    ,2018,9,30,0,1,0,1,1,2.176455,41.376735
2018S001089    ,2018,2,9,11,2,0,2,2,2.177246,41.376295
2018S009862    ,2018,12,26,19,1,0,1,1,2.176455,41.376735
2018S002223    ,2018,3,20,8,1,0,1,4,2.176939,41.373118
2018S006629    ,2018,9,2,14,2,0,2,1,2.176709,41.373228
2018S007251    ,2018,9,27,0,1,0,1,2,2.17827,41.37682
2018S009380    ,2018,12,8,14,2,0,2,2,2.177375,41.373978
2018S002345    ,2018,3,24,11,1,0,1,2,2.177207,41.376835
2018S001728    ,2018,3,3,11,1,0,1,2,2.178391,41.376971
2018S007556    ,2018,10,6,2,1,0,1,2,2.178021,41.376113
2018S002927    ,2018,4,17,11,2,0,2,4,2.176709,41.373228
2018S002036    ,2018,3,13,13,1,0,1,2,2.178021,41.376113
2018S008945    ,2018,11,22,21,1,0,1,2,2.178021,41.376113
2018S009920    ,2018,12,29,6,0,0,0,2,2.177375,41.373978
2018S005865    ,2018,7,29,22,1,0,1,1,2.177375,41.373978
2018S005510    ,2018,7,16,22,2,0,2,2,2.17827,41.37682
2018S006494    ,2018,8,27,2,0,0,1,1,2.177594,41.373868
2018S007942    ,2018,10,19,15,2,0,2,2,2.16399,41.37647
2018S007293    ,2018,9,28,10,1,0,1,2,2.153041,41.376085
2018S006838    ,2018,9,11,11,5,0,5,2,2.153041,41.376085
2018S003186    ,2018,4,25,9,1,0,1,1,2.136154,41.375974
2018S009887    ,2018,12,27,21,1,0,1,2,2.175091,41.376482
2018S008081    ,2018,10,24,1,0,0,0,2,2.175091,41.376482
2018S003052    ,2018,4,20,19,1,0,1,1,2.189431,41.376605
2018S004941    ,2018,6,27,13,1,0,1,3,2.151318,41.376346
2018S007231    ,2018,9,26,15,1,0,1,1,2.164573,41.376456
2018S001660    ,2018,3,1,19,1,0,1,1,2.173386,41.376521
2018S002372    ,2018,3,26,8,1,0,1,1,2.178021,41.376113
2018S004501    ,2018,6,12,12,1,0,1,2,2.178021,41.376113
2018S001820    ,2018,3,6,12,0,1,1,1,2.178021,41.376113
2018S009084    ,2018,11,28,9,1,0,1,2,2.152458,41.37639
2018S003620    ,2018,5,10,8,1,0,1,2,2.176107,41.376571
2018S008254    ,2018,10,29,17,1,0,1,2,2.154646,41.376438
2018S007019    ,2018,9,18,19,1,0,1,1,2.13009,41.376604
2018S009827    ,2018,12,24,10,1,0,1,2,2.172208,41.376755
2018S000878    ,2018,2,1,21,1,0,1,3,2.151848,41.376715
2018S000381    ,2018,1,15,14,1,0,1,1,2.172208,41.376755
2018S005901    ,2018,7,30,18,1,0,1,2,2.11231,41.37633
2018S004886    ,2018,6,26,0,2,0,2,3,2.178391,41.376971
2018S001057    ,2018,2,8,13,1,0,1,1,2.17827,41.37682
2018S002066    ,2018,3,14,15,0,1,1,1,2.118621,41.37638
2018S003172    ,2018,4,24,14,1,0,1,1,2.114223,41.375996
2018S008400    ,2018,11,2,11,2,0,2,2,2.150545,41.376505
2018S000265    ,2018,1,11,23,2,0,2,2,2.13414,41.376339
2018S007263    ,2018,9,27,12,1,0,1,2,2.152636,41.37653
2018S004198    ,2018,5,31,7,1,0,1,2,2.145951,41.376593
2018S008133    ,2018,10,25,9,3,0,3,3,2.151566,41.376536
2018S000846    ,2018,1,31,16,1,0,1,2,2.15178,41.377044
2018S000723    ,2018,1,27,0,1,0,1,2,2.15178,41.377044
2018S004792    ,2018,6,22,7,2,0,2,2,2.151848,41.376715
2018S006353    ,2018,8,19,13,0,0,0,1,2.142336,41.377559
2018S003165    ,2018,4,24,17,2,0,2,2,2.163206,41.376923
2018S009533    ,2018,12,14,2,5,0,5,2,2.154165,41.376925
2018S006345    ,2018,8,18,22,0,0,0,2,2.168337,41.376914
2018S007789    ,2018,10,13,21,2,0,2,2,2.154165,41.376925
2018S001250    ,2018,2,15,9,1,0,1,2,2.165437,41.376903
2018S003642    ,2018,5,10,17,0,2,2,1,2.114064,41.376368
2018S000174    ,2018,1,8,13,1,0,1,2,2.113847,41.376547
2018S005803    ,2018,7,26,22,1,0,1,3,2.160939,41.376927
2018S007286    ,2018,9,27,21,1,0,1,2,2.160939,41.376927
2018S006849    ,2018,9,11,20,1,0,1,1,2.190581,41.377204
2018S007819    ,2018,10,15,8,1,0,1,2,2.129881,41.377345
2018S009598    ,2018,12,15,23,1,0,1,2,2.13667,41.376876
2018S001460    ,2018,2,23,10,1,0,1,3,2.151228,41.376939
2018S006564    ,2018,8,29,18,0,1,1,2,2.151362,41.377124
2018S009343    ,2018,12,6,16,1,0,1,2,2.171605,41.377202
2018S006782    ,2018,9,7,19,0,0,0,2,2.17094,41.377623
2018S006784    ,2018,9,7,19,1,0,1,2,2.171605,41.377202
2018S005976    ,2018,8,2,12,1,0,1,1,2.158678,41.376926
2018S007853    ,2018,10,16,13,1,0,1,2,2.172052,41.376969
2018S000309    ,2018,1,12,22,1,0,1,2,2.172052,41.376969
2018S000382    ,2018,1,15,15,1,0,1,4,2.180111,41.377877
2018S005071    ,2018,7,1,19,1,0,1,2,2.179007,41.377716
2018S003046    ,2018,4,20,16,0,1,1,1,2.20493,41.444642
2018S007433    ,2018,10,2,19,2,0,2,2,2.172052,41.376969
2018S001005    ,2018,2,6,16,4,0,4,2,2.152344,41.377118
2018S003773    ,2018,5,15,0,2,0,2,2,2.154514,41.377063
2018S008708    ,2018,11,14,18,1,0,1,2,2.176603,41.377046
2018S006615    ,2018,8,31,21,2,0,2,2,2.124715,41.376876
2018S007751    ,2018,10,12,3,1,0,1,1,2.124715,41.376876
2018S009769    ,2018,12,25,20,1,0,1,2,2.124715,41.376876
2018S005331    ,2018,7,10,14,1,0,1,1,2.137507,41.376957
2018S006730    ,2018,9,5,13,1,0,1,2,2.119701,41.376902
2018S003656    ,2018,5,11,9,1,0,1,2,2.130512,41.377451
2018S000130    ,2018,1,7,2,1,0,1,2,2.175895,41.377268
2018S003657    ,2018,5,11,6,1,0,1,1,2.17225,41.377243
2018S009400    ,2018,12,9,23,1,0,1,2,2.170744,41.377499
2018S004873    ,2018,6,25,19,1,0,1,2,2.144086,41.377064
2018S008882    ,2018,11,20,21,1,0,1,2,2.135595,41.377004
2018S002014    ,2018,3,12,16,3,1,4,2,2.14705,41.377118
2018S001542    ,2018,2,26,14,5,0,5,1,2.146203,41.377309
2018S006108    ,2018,8,7,17,2,0,2,2,2.14705,41.377118
2018S001031    ,2018,2,7,15,1,0,1,3,2.14705,41.377118
2018S001562    ,2018,2,27,8,3,0,3,3,2.15178,41.377044
2018S007912    ,2018,10,18,19,2,0,2,2,2.155939,41.377164
2018S004721    ,2018,6,20,8,1,0,1,2,2.114507,41.376856
2018S008568    ,2018,11,7,5,1,0,1,2,2.154165,41.376925
2018S004706    ,2018,6,19,22,1,0,1,2,2.189986,41.377429
2018S000777    ,2018,1,29,11,2,0,2,1,2.125267,41.377029
2018S007644    ,2018,10,9,0,1,0,1,2,2.129953,41.376958
2018S002986    ,2018,4,18,20,1,0,1,1,2.153698,41.377149
2018S009139    ,2018,11,29,18,2,0,2,2,2.129881,41.377345
2018S007510    ,2018,10,4,23,1,0,1,2,2.154496,41.377319
2018S006908    ,2018,9,13,19,1,0,1,1,2.14705,41.377118
2018S007139    ,2018,9,22,7,1,0,1,2,2.14705,41.377118
2018S005117    ,2018,7,3,12,1,0,1,2,2.14705,41.377118
2018S005993    ,2018,8,2,21,3,0,3,1,2.14705,41.377118
2018S008874    ,2018,11,20,20,1,0,1,2,2.11102,41.377481
2018S004704    ,2018,6,19,21,1,0,1,1,2.115446,41.377356
2018S008620    ,2018,11,10,19,1,0,1,1,2.172513,41.377418
2018S008055    ,2018,10,23,10,1,0,1,2,2.119787,41.37721
2018S004087    ,2018,5,26,14,2,0,2,2,2.152248,41.377046
2018S003432    ,2018,5,3,12,1,0,1,1,2.166189,41.377479
2018S007528    ,2018,10,5,13,0,1,1,1,2.146203,41.377309
2018S009805    ,2018,12,22,23,1,0,1,2,2.147132,41.377277
2018S001705    ,2018,3,2,20,2,0,2,1,2.146424,41.377178
2018S004649    ,2018,6,18,14,1,0,1,2,2.146424,41.377178
2018S009448    ,2018,12,11,16,0,0,0,1,2.113968,41.377567
2018S006091    ,2018,8,7,10,2,0,2,2,2.113835,41.376989
2018S002699    ,2018,4,9,12,2,0,2,2,2.164945,41.377511
2018S008522    ,2018,11,7,9,1,0,1,1,2.14383,41.377302
2018S006885    ,2018,9,12,19,2,0,2,1,2.164339,41.377776
2018S005728    ,2018,7,24,19,1,0,1,1,2.17094,41.377623
2018S003136    ,2018,4,23,16,1,0,1,1,2.17016,41.377598
2018S005836    ,2018,7,28,12,2,0,2,2,2.149781,41.377272
2018S005819    ,2018,7,27,15,1,0,1,4,2.154714,41.377476
2018S009202    ,2018,12,2,1,1,0,1,3,2.125675,41.377269
2018S004469    ,2018,6,10,20,1,0,1,2,2.162058,41.377777
2018S006016    ,2018,8,3,14,0,1,1,1,2.155303,41.377779
2018S009249    ,2018,12,3,14,1,0,1,1,2.157555,41.377781
2018S008848    ,2018,11,20,9,1,1,2,2,2.157555,41.377781
2018S003900    ,2018,5,19,17,2,0,2,2,2.155303,41.377779
2018S001682    ,2018,3,2,12,2,0,2,1,2.164339,41.377776
2018S004263    ,2018,6,1,18,1,0,1,2,2.153207,41.377517
2018S001443    ,2018,2,22,19,1,0,1,2,2.152903,41.377876
2018S002140    ,2018,3,16,17,1,0,1,1,2.146142,41.377355
2018S001386    ,2018,2,20,19,1,0,1,1,2.146009,41.377456
2018S005910    ,2018,7,31,12,1,0,1,1,2.172016,41.377553
2018S009590    ,2018,12,15,11,1,0,1,2,2.111698,41.377612
2018S005773    ,2018,7,26,7,1,0,1,2,2.164339,41.377776
2018S002962    ,2018,4,18,9,1,0,1,1,2.164339,41.377776
2018S000435    ,2018,1,17,16,2,0,2,1,2.151145,41.377655
2018S007956    ,2018,10,19,16,1,0,1,1,2.152903,41.377876
2018S000034    ,2018,1,2,17,2,0,2,3,2.17575,41.3777
2018S007442    ,2018,10,3,7,1,0,1,2,2.125675,41.377269
2018S000853    ,2018,1,31,22,2,0,2,2,2.125675,41.377269
2018S007505    ,2018,10,4,13,1,0,1,1,2.120461,41.37748
2018S009854    ,2018,12,25,20,2,0,2,1,2.188486,41.377843
2018S007684    ,2018,10,9,6,1,0,1,2,2.125743,41.377504
2018S005459    ,2018,7,14,22,0,0,0,2,2.144934,41.377539
2018S003673    ,2018,5,11,13,1,0,1,2,2.152158,41.37764
2018S005068    ,2018,6,30,20,1,0,1,1,2.179574,41.37846
2018S008249    ,2018,10,29,12,1,0,1,2,2.15054,41.377974
2018S000148    ,2018,1,8,1,1,0,1,2,2.15054,41.377974
2018S000353    ,2018,1,14,16,1,0,1,2,2.15054,41.377974
2018S007486    ,2018,10,4,15,2,0,2,1,2.129619,41.377885
2018S001348    ,2018,2,19,18,1,0,1,1,2.174896,41.377936
2018S002697    ,2018,4,9,11,1,0,1,1,2.125743,41.377504
2018S005697    ,2018,7,23,15,1,0,1,2,2.111764,41.377307
2018S001645    ,2018,3,1,8,1,0,1,2,2.162478,41.377958
2018S000642    ,2018,1,24,22,1,0,1,2,2.152479,41.377878
2018S009636    ,2018,12,17,16,1,0,1,2,2.152903,41.377876
2018S009532    ,2018,12,14,3,1,0,1,2,2.152479,41.377878
2018S008671    ,2018,11,15,14,0,0,0,2,2.152903,41.377876
2018S000096    ,2018,1,5,10,1,0,1,2,2.136053,41.377633
2018S006468    ,2018,8,25,12,2,0,2,2,2.14591,41.377996
2018S003151    ,2018,4,24,10,1,0,1,2,2.14591,41.377996
2018S006441    ,2018,8,24,5,1,0,1,2,2.14591,41.377996
2018S006000    ,2018,8,3,7,1,0,1,2,2.152903,41.377876
2018S007616    ,2018,10,8,10,1,0,1,2,2.152903,41.377876
2018S000625    ,2018,1,24,10,1,0,1,2,2.152903,41.377876
2018S001170    ,2018,2,12,16,1,0,1,2,2.152307,41.37775
2018S008719    ,2018,11,15,1,0,0,0,2,2.152903,41.377876
2018S004707    ,2018,6,19,23,2,0,2,2,2.152479,41.377878
2018S001989    ,2018,3,11,22,1,0,1,2,2.16967,41.378009
2018S006545    ,2018,8,28,22,1,0,1,1,2.171973,41.378085
2018S001397    ,2018,2,21,11,1,0,1,1,2.165201,41.378114
2018S004310    ,2018,6,4,13,1,0,1,2,2.138736,41.3775
2018S000669    ,2018,1,25,18,1,0,1,2,2.138736,41.3775
2018S004197    ,2018,5,31,0,0,0,0,2,2.14591,41.377996
2018S006380    ,2018,8,21,7,1,0,1,1,2.133744,41.377823
2018S004978    ,2018,6,28,13,1,0,1,1,2.157555,41.377781
2018S003643    ,2018,5,10,19,1,0,1,2,2.129971,41.377816
2018S008112    ,2018,10,24,17,1,0,1,1,2.157555,41.377781
2018S004447    ,2018,6,9,13,1,0,1,1,2.157555,41.377781
2018S006414    ,2018,8,22,19,0,1,1,2,2.121412,41.377961
2018S003614    ,2018,5,9,21,1,0,1,2,2.121412,41.377961
2018S003262    ,2018,4,27,16,2,0,2,2,2.14591,41.377996
2018S000838    ,2018,1,31,13,1,0,1,2,2.14591,41.377996
2018S001137    ,2018,2,11,0,1,0,1,2,2.14591,41.377996
2018S003347    ,2018,4,30,19,1,0,1,2,2.169404,41.378232
2018S006006    ,2018,8,3,10,1,0,1,2,2.189133,41.378345
2018S001038    ,2018,2,7,16,0,1,1,3,2.154666,41.378121
2018S002618    ,2018,4,6,11,1,0,1,2,2.175527,41.378213
2018S007728    ,2018,10,11,13,1,0,1,2,2.155791,41.378295
2018S005776    ,2018,7,26,12,1,0,1,2,2.126816,41.377939
2018S006003    ,2018,8,3,8,1,0,1,2,2.126816,41.377939
2018S002968    ,2018,4,18,12,1,0,1,1,2.126816,41.377939
2018S002968    ,2018,4,18,12,1,0,1,1,2.126816,41.377939
2018S001892    ,2018,3,8,9,1,0,1,2,2.170424,41.378186
2018S001676    ,2018,3,2,9,1,0,1,2,2.176139,41.378242
2018S008968    ,2018,11,23,18,1,0,1,2,2.152903,41.377876
2018S007662    ,2018,10,9,14,1,0,1,2,2.121412,41.377961
2018S001216    ,2018,2,14,7,1,0,1,2,2.137117,41.378122
2018S005538    ,2018,7,17,16,3,0,3,2,2.137849,41.378108
2018S003962    ,2018,5,22,19,3,0,3,2,2.179663,41.378589
2018S001842    ,2018,3,6,20,1,0,1,2,2.179574,41.37846
2018S008611    ,2018,11,10,13,1,0,1,2,2.179737,41.378694
2018S007999    ,2018,10,21,16,2,0,2,2,2.179737,41.378694
2018S000907    ,2018,2,2,19,1,0,1,1,2.179663,41.378589
2018S009005    ,2018,11,25,0,1,0,1,1,2.153849,41.378251
2018S003448    ,2018,5,3,16,1,0,1,1,2.175417,41.378414
2018S003989    ,2018,5,23,17,2,0,2,1,2.163143,41.378668
2018S002283    ,2018,3,22,9,1,0,1,2,2.131711,41.36975
2018S000066    ,2018,1,4,6,2,0,2,1,2.126459,41.378096
2018S000031    ,2018,1,2,13,1,0,1,1,2.126459,41.378096
2018S004883    ,2018,6,25,13,0,1,1,1,2.19014,41.378566
2018S002843    ,2018,4,13,22,1,0,1,1,2.163143,41.378668
2018S007029    ,2018,9,19,8,1,0,1,2,2.126968,41.378222
2018S008231    ,2018,10,28,14,1,0,1,2,2.127115,41.378111
2018S005813    ,2018,7,27,12,1,0,1,1,2.192044,41.378892
2018S005991    ,2018,8,2,21,1,0,1,1,2.191935,41.379068
2018S004840    ,2018,6,24,12,2,0,2,1,2.192044,41.378892
2018S003693    ,2018,5,11,23,1,0,1,2,2.144047,41.378384
2018S005600    ,2018,7,19,16,0,1,1,2,2.144047,41.378384
2018S007844    ,2018,10,16,7,1,0,1,2,2.144047,41.378384
2018S007783    ,2018,10,13,17,3,0,3,2,2.188111,41.378787
2018S003066    ,2018,4,21,2,1,0,1,1,2.156427,41.378622
2018S000236    ,2018,1,10,15,1,0,1,2,2.146133,41.378313
2018S004272    ,2018,6,2,10,1,0,1,2,2.14591,41.377996
2018S006376    ,2018,8,20,19,1,0,1,2,2.154021,41.378379
2018S006581    ,2018,8,30,20,1,0,1,2,2.154035,41.37874
2018S003197    ,2018,4,25,15,1,0,1,2,2.154035,41.37874
2018S004062    ,2018,5,25,20,2,0,2,2,2.154035,41.37874
2018S003988    ,2018,5,23,17,1,0,1,2,2.154035,41.37874
2018S005375    ,2018,7,12,0,2,0,2,2,2.154035,41.37874
2018S004745    ,2018,6,20,13,1,0,1,2,2.144898,41.378359
2018S004990    ,2018,6,28,20,1,0,1,2,2.144898,41.378359
2018S004091    ,2018,5,26,22,1,0,1,1,2.145869,41.37836
2018S006260    ,2018,8,14,13,4,0,4,2,2.14591,41.377996
2018S009504    ,2018,12,13,10,1,0,1,1,2.158684,41.37863
2018S009504    ,2018,12,13,10,1,0,1,1,2.158684,41.37863
2018S004842    ,2018,6,23,21,1,0,1,1,2.176781,41.378765
2018S004783    ,2018,6,21,21,1,0,1,2,2.163143,41.378668
2018S006043    ,2018,8,4,14,1,0,1,2,2.191339,41.378738
2018S000692    ,2018,1,26,9,0,0,0,1,2.180699,41.378665
2018S002194    ,2018,3,19,8,1,0,1,2,2.179935,41.377958
2018S004052    ,2018,5,25,17,3,0,3,4,2.179935,41.377958
2018S005157    ,2018,7,4,17,1,0,1,2,2.179821,41.378816
2018S005754    ,2018,7,25,16,1,0,1,3,2.180111,41.377877
2018S000559    ,2018,1,22,8,1,0,1,2,2.179935,41.377958
2018S003473    ,2018,5,4,10,1,0,1,2,2.151653,41.378821
2018S002302    ,2018,3,22,19,1,0,1,2,2.151653,41.378821
2018S008338    ,2018,10,31,13,1,0,1,2,2.151653,41.378821
2018S003032    ,2018,4,20,11,2,0,2,2,2.169427,41.378622
2018S002193    ,2018,3,19,8,1,0,1,2,2.154474,41.378689
2018S007984    ,2018,10,20,18,1,0,1,2,2.154035,41.37874
2018S008833    ,2018,11,19,18,2,0,2,2,2.122001,41.378343
2018S002167    ,2018,3,17,21,1,0,1,2,2.14483,41.378807
2018S003008    ,2018,4,19,13,1,0,1,2,2.14483,41.378807
2018S005505    ,2018,7,16,15,1,0,1,2,2.14483,41.378807
2018S004691    ,2018,6,19,16,1,0,1,1,2.14794,41.375868
2018S008466    ,2018,11,5,15,1,0,1,3,2.12352,41.378497
2018S007220    ,2018,9,26,9,1,0,1,2,2.187646,41.380489
2018S000605    ,2018,1,23,16,1,0,1,1,2.149746,41.378709
2018S008502    ,2018,11,6,18,1,0,1,1,2.154606,41.378816
2018S005207    ,2018,7,6,10,1,0,1,3,2.151653,41.378821
2018S003757    ,2018,5,14,15,1,0,1,2,2.151653,41.378821
2018S005951    ,2018,8,1,10,1,0,1,2,2.151653,41.378821
2018S008543    ,2018,11,7,22,2,0,2,2,2.117548,41.378687
2018S003248    ,2018,4,27,10,2,0,2,2,2.146763,41.378687
2018S000691    ,2018,1,26,7,1,0,1,2,2.14483,41.378807
2018S000071    ,2018,1,4,11,1,0,1,2,2.14483,41.378807
2018S005256    ,2018,7,7,22,1,0,1,2,2.154035,41.37874
2018S003526    ,2018,5,6,13,1,0,1,2,2.154035,41.37874
2018S002976    ,2018,4,18,13,1,0,1,2,2.128142,41.378676
2018S001632    ,2018,2,28,23,0,0,0,1,2.18025,41.379377
2018S008825    ,2018,11,19,11,2,0,2,1,2.189303,41.379145
2018S007141    ,2018,9,22,12,2,0,2,1,2.108037,41.378503
2018S008573    ,2018,11,9,7,2,0,2,1,2.175573,41.379006
2018S007788    ,2018,10,13,19,1,0,1,1,2.175154,41.379248
2018S004414    ,2018,6,8,12,1,0,1,2,2.163868,41.378906
2018S009024    ,2018,11,25,21,0,1,1,3,2.147145,41.37883
2018S007132    ,2018,9,21,20,1,0,1,2,2.154035,41.37874
2018S001123    ,2018,2,10,10,1,0,1,1,2.16413,41.378943
2018S006635    ,2018,9,2,21,1,0,1,1,2.174972,41.378917
2018S008909    ,2018,11,21,17,1,0,1,1,2.154606,41.378816
2018S003485    ,2018,5,4,18,1,0,1,1,2.189303,41.379145
2018S004147    ,2018,5,29,13,1,0,1,2,2.159049,41.37904
2018S006551    ,2018,8,29,10,1,0,1,1,2.125246,41.378812
2018S002441    ,2018,3,28,15,1,0,1,2,2.128025,41.378613
2018S006225    ,2018,8,13,9,1,0,1,2,2.127794,41.378842
2018S006341    ,2018,8,18,22,1,0,1,2,2.128057,41.37882
2018S002303    ,2018,3,22,18,1,0,1,2,2.14483,41.378807
2018S006902    ,2018,9,13,15,2,0,2,2,2.14483,41.378807
2018S003295    ,2018,4,28,11,1,0,1,2,2.14483,41.378807
2018S001447    ,2018,2,22,20,1,0,1,2,2.154035,41.37874
2018S002896    ,2018,4,16,13,1,0,1,2,2.154035,41.37874
2018S001614    ,2018,2,28,14,1,0,1,1,2.154035,41.37874
2018S002394    ,2018,3,26,19,1,0,1,1,2.154035,41.37874
2018S001490    ,2018,2,23,18,1,0,1,1,2.189184,41.379328
2018S009388    ,2018,12,9,2,0,0,0,6,2.15133,41.379217
2018S008924    ,2018,11,22,9,1,0,1,2,2.151874,41.379125
2018S006846    ,2018,9,11,17,2,0,2,2,2.151653,41.378821
2018S006419    ,2018,8,22,19,0,0,0,1,2.138591,41.378647
2018S002253    ,2018,3,21,12,1,0,1,2,2.128634,41.378941
2018S001652    ,2018,3,1,7,1,0,1,2,2.18025,41.379377
2018S003804    ,2018,5,15,20,1,0,1,1,2.157073,41.379254
2018S007146    ,2018,9,22,17,1,0,1,2,2.129084,41.379363
2018S004766    ,2018,6,21,11,1,0,1,2,2.128634,41.378941
2018S001499    ,2018,2,24,10,1,0,1,2,2.176104,41.37934
2018S002681    ,2018,4,8,21,1,0,1,1,2.155159,41.379583
2018S006435    ,2018,8,23,18,1,0,1,1,2.155146,41.37922
2018S001930    ,2018,3,9,15,1,0,1,2,2.155146,41.37922
2018S009521    ,2018,12,13,18,1,0,1,2,2.162661,41.379247
2018S007315    ,2018,9,28,14,1,0,1,3,2.154439,41.379355
2018S002114    ,2018,3,13,17,0,1,1,1,2.133325,41.379118
2018S002174    ,2018,3,13,17,1,0,1,1,2.133325,41.379118
2018S000991    ,2018,2,6,10,1,0,1,2,2.131711,41.36975
2018S001729    ,2018,3,3,10,1,0,1,2,2.129084,41.379363
2018S005673    ,2018,7,22,13,1,0,1,2,2.129084,41.379363
2018S007579    ,2018,10,6,20,1,0,1,2,2.128675,41.380551
2018S009621    ,2018,12,17,7,1,0,1,3,2.128675,41.380551
2018S005370    ,2018,7,11,14,1,0,1,2,2.128675,41.380551
2018S000053    ,2018,1,3,15,1,0,1,2,2.162539,41.37934
2018S005467    ,2018,7,15,5,2,0,2,1,2.179285,41.377196
2018S009760    ,2018,12,21,13,1,0,1,2,2.162084,41.379479
2018S009668    ,2018,12,18,13,1,0,1,2,2.162084,41.379479
2018S007112    ,2018,9,20,16,1,0,1,1,2.162084,41.379479
2018S003964    ,2018,5,22,23,1,0,1,1,2.166278,41.379433
2018S002703    ,2018,4,9,14,0,0,0,9,2.153109,41.379299
2018S009875    ,2018,12,27,12,1,0,1,2,2.157557,41.379477
2018S000681    ,2018,1,25,22,1,0,1,2,2.159817,41.379476
